"listing_id","bedrooms","bathrooms","price","created_month","weekend","interest_level","interest_level_num"
7219096,1,1,2300,"06",TRUE,"medium",2
7107906,2,2,5995,"06",TRUE,"low",1
7173762,1,1,3490,"06",FALSE,"low",1
7100966,1,1,3465,"06",FALSE,"low",1
7143739,1,1,4990,"06",TRUE,"low",1
7130201,0,1,1600,"06",FALSE,"low",1
7131724,1,1,2200,"06",FALSE,"high",3
7130136,1,1,1900,"06",FALSE,"low",1
7089438,2,1,3200,"06",FALSE,"low",1
7180126,2,1,3900,"06",TRUE,"low",1
7170973,2,1,3400,"06",FALSE,"medium",2
7174515,2,1,2595,"06",FALSE,"low",1
7093180,0,1,2200,"06",FALSE,"medium",2
7088738,0,1,2250,"06",FALSE,"low",1
7095989,2,1,2150,"06",FALSE,"medium",2
7162891,2,1,3000,"06",FALSE,"medium",2
7121241,2,1,3000,"06",FALSE,"medium",2
7214366,0,1,1850,"06",TRUE,"low",1
7147933,2,1,2050,"06",TRUE,"high",3
7227026,3,3,8500,"06",FALSE,"low",1
7225855,2,1,1799,"06",FALSE,"medium",2
7092990,0,1,2400,"06",FALSE,"low",1
7227867,3,1,3100,"06",FALSE,"low",1
7106337,1,1,2900,"06",TRUE,"low",1
7214080,1,1,1800,"06",TRUE,"medium",2
7198571,2,1,2888,"06",FALSE,"low",1
7187257,0,1,1995,"06",FALSE,"low",1
7123366,1,1,2100,"06",FALSE,"medium",2
7093250,1,1,2325,"06",FALSE,"high",3
7112420,1,1,3200,"06",TRUE,"medium",2
7161486,2,1,3200,"06",FALSE,"low",1
7180182,2,1,3200,"06",TRUE,"high",3
7225884,4,1,5000,"06",FALSE,"low",1
7158584,0,1,2100,"06",FALSE,"medium",2
7147138,1,1,5145,"06",TRUE,"low",1
7186046,2,1,2750,"06",FALSE,"low",1
7213816,1,1,1895,"06",TRUE,"low",1
7231288,2,2,9500,"06",FALSE,"low",1
7092448,2,2,2830,"06",FALSE,"low",1
7189580,1,1,3375,"06",FALSE,"low",1
7192326,0,1,3155,"06",FALSE,"medium",2
7133566,3,1,3700,"06",FALSE,"medium",2
7167637,2,1,4695,"06",FALSE,"low",1
7201185,2,1,3300,"06",FALSE,"low",1
7189893,1,1,2450,"06",FALSE,"high",3
7157953,0,1,1750,"06",FALSE,"low",1
7117115,0,1,4600,"06",FALSE,"low",1
7190764,1,1,3625,"06",FALSE,"low",1
7097085,1,1,1750,"06",FALSE,"low",1
7216490,2,1,2900,"06",TRUE,"high",3
7200506,1,1,2800,"06",FALSE,"medium",2
7124091,4,2,4800,"06",FALSE,"medium",2
7089880,2,1,5400,"06",FALSE,"low",1
7151115,2,2,3250,"06",TRUE,"low",1
7184822,1,1,3700,"06",FALSE,"low",1
7159012,3,2,5400,"06",FALSE,"low",1
7173165,1,1,2495,"06",FALSE,"low",1
7220147,2,1,3150,"06",FALSE,"low",1
7126897,2,2,5040,"06",FALSE,"low",1
7154664,2,1,4290,"06",FALSE,"low",1
7191258,0,1,2245,"06",FALSE,"low",1
7232367,2,1,2350,"06",FALSE,"medium",2
7169713,0,1,3250,"06",FALSE,"low",1
7162366,0,1,2600,"06",FALSE,"medium",2
7107866,3,1,3310,"06",TRUE,"medium",2
7229116,2,1,4850,"06",FALSE,"low",1
7114721,2,1,3100,"06",FALSE,"low",1
7137007,1,1,3406,"06",FALSE,"low",1
7221002,2,1,4600,"06",FALSE,"medium",2
7148249,1,0,3485,"06",TRUE,"medium",2
7206761,1,1,2700,"06",FALSE,"medium",2
7215785,2,1,2500,"06",TRUE,"low",1
7181076,3,1,2945,"06",TRUE,"medium",2
7196617,2,1,3900,"06",FALSE,"low",1
7211575,3,2,14995,"06",FALSE,"low",1
7189683,0,1,2500,"06",FALSE,"medium",2
7171705,0,1,2500,"06",FALSE,"low",1
7166514,0,1,3130,"06",FALSE,"low",1
7196186,1,1,2695,"06",FALSE,"low",1
7229066,4,2,5000,"06",FALSE,"low",1
7111649,2,1,2000,"06",TRUE,"low",1
7112452,3,1,4400,"06",TRUE,"low",1
7169975,5,2,13495,"06",FALSE,"low",1
7111268,0,1,1350,"06",TRUE,"high",3
7113746,1,1,1950,"06",TRUE,"high",3
7190429,2,2,6000,"06",FALSE,"low",1
7210503,3,1,2200,"06",FALSE,"low",1
7163867,3,1,2200,"06",FALSE,"medium",2
7094144,2,2,8750,"06",FALSE,"low",1
7177022,0,1,2400,"06",FALSE,"low",1
7178739,1,1,2399,"06",FALSE,"low",1
7189950,2,1,2017,"06",FALSE,"low",1
7128231,0,1,1965,"06",FALSE,"low",1
7088585,1,1,2850,"06",FALSE,"low",1
7220603,0,1,1425,"06",FALSE,"low",1
7194787,2,1,4395,"06",FALSE,"low",1
7148597,0,2,8500,"06",TRUE,"low",1
7171151,2,1,3450,"06",FALSE,"low",1
7150932,2,1,1875,"06",TRUE,"low",1
7176957,2,2,1425,"06",FALSE,"high",3
7117446,1,1,3350,"06",FALSE,"low",1
7234377,2,1,2400,"06",FALSE,"low",1
7145452,0,0,1595,"06",TRUE,"low",1
7166578,1,1,3650,"06",FALSE,"low",1
7206515,4,2,8000,"06",FALSE,"low",1
7207000,0,1,3685,"06",FALSE,"low",1
7216016,1,1,2200,"06",TRUE,"low",1
7161982,0,1,2250,"06",FALSE,"medium",2
7175329,3,2,4800,"06",FALSE,"low",1
7196053,1,1,2350,"06",FALSE,"medium",2
7150579,1,1,2980,"06",TRUE,"low",1
7099532,3,2,5000,"06",FALSE,"medium",2
7233273,3,2.5,1150,"06",FALSE,"medium",2
7122226,0,1,2700,"06",FALSE,"medium",2
7149936,1,1,3000,"06",TRUE,"medium",2
7171940,0,1,3195,"06",FALSE,"low",1
7203961,1,1,2300,"06",FALSE,"medium",2
7228862,1,1,3350,"06",FALSE,"low",1
7158826,1,1,1975,"06",FALSE,"low",1
7090705,2,1,3350,"06",FALSE,"low",1
7186697,2,1,3150,"06",FALSE,"low",1
7099574,3,1,3900,"06",FALSE,"medium",2
7228474,1,1,2749,"06",FALSE,"low",1
7224051,2,2,5300,"06",FALSE,"low",1
7210107,3,3.5,11500,"06",FALSE,"low",1
7211878,1,1,2950,"06",FALSE,"low",1
7137819,0,1,2850,"06",FALSE,"low",1
7221423,1,1,3490,"06",FALSE,"low",1
7142827,3,2,4695,"06",TRUE,"low",1
7161934,2,1,3150,"06",FALSE,"low",1
7134848,1,1,3895,"06",FALSE,"low",1
7138198,3,2,7850,"06",TRUE,"low",1
7197189,0,1,1895,"06",FALSE,"low",1
7123255,0,1,2150,"06",FALSE,"low",1
7207214,3,1,5195,"06",FALSE,"medium",2
7195633,0,1,2250,"06",FALSE,"low",1
7213150,1,1,3450,"06",TRUE,"low",1
7177303,2,2,5000,"06",FALSE,"low",1
7142343,3,1,4500,"06",TRUE,"medium",2
7102577,4,2,6000,"06",FALSE,"high",3
7112052,2,1,4600,"06",TRUE,"low",1
7159175,3,2,6683,"06",FALSE,"low",1
7226869,3,1,4100,"06",FALSE,"low",1
7103577,3,2,7675,"06",FALSE,"low",1
7124290,1,1,4000,"06",FALSE,"low",1
7208044,1,1,2695,"06",FALSE,"medium",2
7140780,2,1,2500,"06",TRUE,"high",3
7137365,3,1,4650,"06",FALSE,"low",1
7171273,1,1,2700,"06",FALSE,"low",1
7228614,2,1,3150,"06",FALSE,"high",3
7127529,0,1,1995,"06",FALSE,"high",3
7093552,4,2,7000,"06",FALSE,"low",1
7182040,4,2,5850,"06",FALSE,"medium",2
7106347,0,1,2795,"06",TRUE,"low",1
7115375,3,1,2750,"06",FALSE,"high",3
7200049,1,1,2750,"06",FALSE,"low",1
7104637,0,1,2475,"06",FALSE,"medium",2
7154580,3,2,5900,"06",FALSE,"medium",2
7232917,1,1,4775,"06",FALSE,"low",1
7192806,0,1,1800,"06",FALSE,"medium",2
7155158,0,1,2790,"06",FALSE,"low",1
7123082,0,1,2100,"06",FALSE,"high",3
7112539,2,1,3400,"06",TRUE,"low",1
7163961,2,2,2595,"06",FALSE,"medium",2
7150596,1,1,2250,"06",TRUE,"low",1
7103364,0,1,2700,"06",FALSE,"high",3
7169547,2,1,2600,"06",FALSE,"low",1
7212545,0,1,2995,"06",FALSE,"low",1
7150473,1,1,2000,"06",TRUE,"high",3
7150595,2,2,8750,"06",TRUE,"low",1
7095353,3,2,4395,"06",FALSE,"low",1
7169781,0,1,1660,"06",FALSE,"medium",2
7091294,2,1,2795,"06",FALSE,"low",1
7146494,3,1,4700,"06",TRUE,"high",3
7193228,0,1,2725,"06",FALSE,"low",1
7186441,2,1,3995,"06",FALSE,"low",1
7118542,2,1,3200,"06",FALSE,"low",1
7219382,0,1,1950,"06",TRUE,"medium",2
7097221,2,1,2900,"06",FALSE,"low",1
7101430,1,1,2850,"06",FALSE,"low",1
7142773,1,1,3675,"06",TRUE,"low",1
7149102,1,0,3895,"06",TRUE,"low",1
7137245,3,3.5,14995,"06",FALSE,"low",1
7162833,1,1,2500,"06",FALSE,"high",3
7169787,0,1,1460,"06",FALSE,"high",3
7138018,1,1,1885,"06",FALSE,"high",3
7210869,1,1,2700,"06",FALSE,"medium",2
7154956,0,1,2100,"06",FALSE,"high",3
7174534,1,1,3595,"06",FALSE,"low",1
7198063,2,1,3245,"06",FALSE,"medium",2
7129155,0,1,1695,"06",FALSE,"medium",2
7115761,3,1,3625,"06",FALSE,"medium",2
7131405,0,1,2600,"06",FALSE,"low",1
7168699,0,1,1750,"06",FALSE,"medium",2
7134678,3,1,4150,"06",FALSE,"low",1
7177662,1,1,4395,"06",FALSE,"low",1
7093090,2,1,3095,"06",FALSE,"medium",2
7129576,1,1,2850,"06",FALSE,"low",1
7170294,1,1,1450,"06",FALSE,"high",3
7205837,1,1,1950,"06",FALSE,"low",1
7198085,2,1,4500,"06",FALSE,"low",1
7148854,1,0,1600,"06",TRUE,"low",1
7096192,1,1,1650,"06",FALSE,"high",3
7099028,0,1,2550,"06",FALSE,"medium",2
7157259,2,1,4400,"06",FALSE,"low",1
7118768,2,1,2900,"06",FALSE,"low",1
7089625,3,1,3500,"06",FALSE,"medium",2
7142662,2,1,3230,"06",TRUE,"low",1
7150074,2,1,2000,"06",TRUE,"medium",2
7102761,3,2,4700,"06",FALSE,"low",1
7170628,2,1,4650,"06",FALSE,"low",1
7143587,2,1,1425,"06",TRUE,"high",3
7153593,1,1,1701,"06",FALSE,"low",1
7156298,2,1,3490,"06",FALSE,"low",1
7216407,1,1,2700,"06",TRUE,"medium",2
7106064,0,1,3195,"06",FALSE,"low",1
7092096,2,1,3500,"06",FALSE,"low",1
7169461,1,1,2495,"06",FALSE,"medium",2
7130570,0,1,3450,"06",FALSE,"low",1
7129331,1,1,2600,"06",FALSE,"medium",2
7225869,3,1,5300,"06",FALSE,"low",1
7160882,2,1,2450,"06",FALSE,"medium",2
7131632,2,1,5400,"06",FALSE,"medium",2
7151179,3,1,5000,"06",TRUE,"low",1
7172547,2,1,3050,"06",FALSE,"low",1
7234137,3,2,7500,"06",FALSE,"low",1
7101670,2,1,3500,"06",FALSE,"low",1
7136527,1,1,3100,"06",FALSE,"low",1
7091928,1,1,2700,"06",FALSE,"low",1
7218794,2,1,2600,"06",TRUE,"low",1
7116057,2,1,2300,"06",FALSE,"low",1
7103467,2,2,4580,"06",FALSE,"medium",2
7113703,2,1,3350,"06",TRUE,"low",1
7119917,2,2,5250,"06",FALSE,"medium",2
7209587,3,1,4500,"06",FALSE,"medium",2
7101777,1,1,4195,"06",FALSE,"medium",2
7160197,3,1,3850,"06",FALSE,"high",3
7197209,2,2,5047,"06",FALSE,"low",1
7126801,2,2,4600,"06",FALSE,"low",1
7148296,1,1,1650,"06",TRUE,"medium",2
7179685,1,1,3550,"06",TRUE,"low",1
7155804,0,1,1925,"06",FALSE,"high",3
7173696,0,1,2450,"06",FALSE,"low",1
7209403,1,1,3580,"06",FALSE,"low",1
7169084,3,1,3600,"06",FALSE,"medium",2
7138472,2,1,3550,"06",TRUE,"low",1
7099168,4,4.5,14000,"06",FALSE,"low",1
7099372,0,1,2300,"06",FALSE,"high",3
7192874,2,1,2450,"06",FALSE,"high",3
7136634,2,2,8250,"06",FALSE,"low",1
7105391,0,1,2200,"06",FALSE,"medium",2
7289103,3,1,2650,"06",FALSE,"medium",2
7192558,2,1,3185,"06",FALSE,"low",1
7136368,2,1,3189,"06",FALSE,"low",1
7217638,0,1,3150,"06",TRUE,"low",1
7106089,2,1,4395,"06",FALSE,"medium",2
7159276,3,1,4200,"06",FALSE,"low",1
7101099,3,4,6995,"06",FALSE,"low",1
7141095,0,1,2400,"06",TRUE,"medium",2
7232428,2,1,3400,"06",FALSE,"low",1
7233121,2,1,3500,"06",FALSE,"low",1
7167231,1,1,3350,"06",FALSE,"low",1
7113717,3,2,4200,"06",TRUE,"medium",2
7185525,0,1,3500,"06",FALSE,"low",1
7139235,0,1,4195,"06",TRUE,"low",1
7090280,3,1,5334,"06",FALSE,"low",1
7167379,1,1,1300,"06",FALSE,"high",3
7150721,0,0,2375,"06",TRUE,"low",1
7136853,3,1,5000,"06",FALSE,"low",1
7102454,0,1,2325,"06",FALSE,"low",1
7114083,1,1,2300,"06",TRUE,"medium",2
7159069,1,1,3350,"06",FALSE,"medium",2
7138682,2,1,2400,"06",TRUE,"low",1
7224765,2,1,4000,"06",FALSE,"low",1
7110119,4,2,5600,"06",TRUE,"low",1
7092812,0,1,2550,"06",FALSE,"low",1
7151616,3,2,6000,"06",TRUE,"low",1
7194818,1,1,3500,"06",FALSE,"low",1
7167429,1,1,2500,"06",FALSE,"low",1
7089370,1,1,2125,"06",FALSE,"low",1
7227544,2,1,2700,"06",TRUE,"high",3
7160547,3,2,4900,"06",FALSE,"high",3
7215287,4,2,7260,"06",TRUE,"low",1
7115656,1,1,2895,"06",FALSE,"medium",2
7135031,0,1,2200,"06",FALSE,"low",1
7194511,2,2,6000,"06",FALSE,"low",1
7232639,3,3,13000,"06",FALSE,"low",1
7118056,1,1,2300,"06",FALSE,"low",1
7218438,2,1,2700,"06",TRUE,"low",1
7092450,0,1,1825,"06",FALSE,"medium",2
7126691,4,2,3250,"06",FALSE,"medium",2
7110888,4,2,4900,"06",TRUE,"low",1
7121562,5,2,6500,"06",FALSE,"low",1
7109564,0,1,1995,"06",TRUE,"low",1
7127669,0,1,3660,"06",FALSE,"low",1
7138310,1,1,2700,"06",TRUE,"low",1
7164328,0,1,2000,"06",FALSE,"low",1
7110183,1,1,3095,"06",TRUE,"low",1
7217236,1,1,4210,"06",TRUE,"low",1
7092131,0,1,2890,"06",FALSE,"low",1
7191221,2,2,4845,"06",FALSE,"low",1
7160912,0,1,2250,"06",FALSE,"low",1
7198470,1,1,6500,"06",FALSE,"low",1
7133049,3,1,5668,"06",FALSE,"low",1
7132219,4,2,5950,"06",FALSE,"medium",2
7147604,1,1,2900,"06",TRUE,"low",1
7190130,2,1,2300,"06",FALSE,"low",1
7170490,0,1,1375,"06",FALSE,"medium",2
7095454,1,1,1950,"06",FALSE,"low",1
7232481,0,1,2575,"06",FALSE,"low",1
7106150,1,1,3725,"06",FALSE,"low",1
7171049,0,1,2000,"06",FALSE,"high",3
7213787,1,1,1795,"06",TRUE,"high",3
7112702,1,1,2498,"06",TRUE,"low",1
7168060,1,1,2500,"06",FALSE,"low",1
7094295,0,1,1425,"06",FALSE,"low",1
7160076,2,1,2595,"06",FALSE,"high",3
7173312,2,1,4195,"06",FALSE,"low",1
7188273,1,1,3250,"06",FALSE,"medium",2
7194366,2,2,3000,"06",FALSE,"medium",2
7175350,1,1,3195,"06",FALSE,"low",1
7171801,4,2,6000,"06",FALSE,"medium",2
7206489,1,1,1700,"06",FALSE,"high",3
7219393,1,1,4250,"06",TRUE,"low",1
7175994,0,1,3010,"06",FALSE,"low",1
7209192,0,1,3483,"06",FALSE,"low",1
7093803,2,1,2400,"06",FALSE,"medium",2
7222785,1,1,2695,"06",FALSE,"low",1
7231267,1,1,3790,"06",FALSE,"low",1
7231450,1,1,2850,"06",FALSE,"low",1
7138013,1,1,2690,"06",FALSE,"medium",2
7170209,0,1,2400,"06",FALSE,"low",1
7227031,0,1,2395,"06",FALSE,"low",1
7207828,0,1,3600,"06",FALSE,"low",1
7204130,2,1,2679,"06",FALSE,"medium",2
7112303,1,1,6231,"06",TRUE,"low",1
7130565,3,2,4999,"06",FALSE,"medium",2
7088516,1,1,3395,"06",FALSE,"low",1
7141322,3,2,5000,"06",TRUE,"medium",2
7223616,0,1,1950,"06",FALSE,"low",1
7110576,3,3,12000,"06",TRUE,"low",1
7195440,4,2,5995,"06",FALSE,"medium",2
7177401,3,1.5,4975,"06",FALSE,"low",1
7170643,0,1,2400,"06",FALSE,"low",1
7102708,3,1,2850,"06",FALSE,"medium",2
7172987,1,1,2850,"06",FALSE,"medium",2
7096801,1,1.5,2900,"06",FALSE,"low",1
7090094,0,1,2450,"06",FALSE,"low",1
7158564,1,1,3150,"06",FALSE,"low",1
7110298,2,1,3650,"06",TRUE,"low",1
7197449,0,1,4295,"06",FALSE,"low",1
7151713,0,1,2900,"06",TRUE,"low",1
7121574,0,1,2295,"06",FALSE,"low",1
7097593,0,1,2300,"06",FALSE,"low",1
7096217,1,1,2595,"06",FALSE,"medium",2
7126283,3,2,4995,"06",FALSE,"medium",2
7104922,1,1,2150,"06",FALSE,"medium",2
7142372,1,1,2795,"06",TRUE,"low",1
7154166,4,3,15000,"06",FALSE,"low",1
7141942,3,2,3795,"06",TRUE,"low",1
7114370,3,2,6400,"06",TRUE,"high",3
7201786,1,1,2695,"06",FALSE,"low",1
7175655,0,1,2700,"06",FALSE,"high",3
7100430,2,1,4350,"06",FALSE,"medium",2
7226696,0,1,2450,"06",FALSE,"low",1
7212430,2,1,2550,"06",FALSE,"low",1
7192405,0,1,3000,"06",FALSE,"low",1
7113085,2,1,2200,"06",TRUE,"medium",2
7181073,1,1,2099,"06",TRUE,"high",3
7232676,2,1,3450,"06",FALSE,"medium",2
7089790,1,1,2485,"06",FALSE,"low",1
7103353,1,1,1900,"06",FALSE,"medium",2
7177067,1,1,2800,"06",FALSE,"medium",2
7180680,1,1,2395,"06",TRUE,"high",3
7205022,0,0,2400,"06",FALSE,"low",1
7133197,2,1,3000,"06",FALSE,"low",1
7154473,0,1,2700,"06",FALSE,"low",1
7155575,2,1,2500,"06",FALSE,"low",1
7142238,2,1,3575,"06",TRUE,"low",1
7211870,0,1,2225,"06",FALSE,"low",1
7128917,3,2,2400,"06",FALSE,"medium",2
7160418,1,1,3750,"06",FALSE,"low",1
7093798,0,1,2775,"06",FALSE,"low",1
7516799,0,1,1875,"06",FALSE,"low",1
7167734,1,1,2950,"06",FALSE,"low",1
7178051,1,1,3060,"06",FALSE,"medium",2
7107478,1,1,4000,"06",TRUE,"low",1
7206666,4,2,6450,"06",FALSE,"medium",2
7208015,0,1,1875,"06",FALSE,"low",1
7127678,3,3,3695,"06",FALSE,"low",1
7205622,1,1,2750,"06",FALSE,"medium",2
7201999,0,1,1900,"06",FALSE,"medium",2
7231774,1,1,3545,"06",FALSE,"low",1
7151324,0,1,2704,"06",TRUE,"low",1
7200470,3,1,4200,"06",FALSE,"high",3
7182222,1,1,2850,"06",FALSE,"low",1
7149000,1,1,3425,"06",TRUE,"low",1
7098873,2,1,4975,"06",FALSE,"low",1
7115968,2,1,5995,"06",FALSE,"low",1
7206348,2,1,2745,"06",FALSE,"medium",2
7094465,1,1,3254,"06",FALSE,"low",1
7181214,2,1,2700,"06",TRUE,"medium",2
7112475,2,1,4400,"06",TRUE,"low",1
7121542,3,2,5995,"06",FALSE,"low",1
7199258,0,1,1950,"06",FALSE,"low",1
7200704,0,1,2690,"06",FALSE,"low",1
7180729,1,1,3195,"06",TRUE,"low",1
7105531,2,1,2700,"06",FALSE,"medium",2
7194477,2,1.5,3450,"06",FALSE,"low",1
7224631,3,1,4050,"06",FALSE,"low",1
7098811,2,1,3300,"06",FALSE,"low",1
7195001,2,2,3600,"06",FALSE,"low",1
7228406,2,1,3295,"06",FALSE,"low",1
7140875,3,1,2800,"06",TRUE,"low",1
7204205,2,2,6495,"06",FALSE,"low",1
7139921,1,1,3095,"06",TRUE,"low",1
7153554,3,2,13325,"06",FALSE,"low",1
7194327,0,1,3500,"06",FALSE,"low",1
7152645,2,2,7300,"06",TRUE,"low",1
7228285,2,2,10500,"06",FALSE,"low",1
7145446,1,1,2475,"06",TRUE,"high",3
7179746,2,1,2200,"06",TRUE,"medium",2
7162271,1,1,2950,"06",FALSE,"low",1
7160103,2,2,6000,"06",FALSE,"low",1
7131952,0,1,2000,"06",FALSE,"high",3
7130863,3,1,5100,"06",FALSE,"medium",2
7140553,1,1,2750,"06",TRUE,"medium",2
7175627,0,0,2695,"06",FALSE,"low",1
7211919,3,2,3500,"06",FALSE,"low",1
7122845,2,1,2200,"06",FALSE,"low",1
7124891,1,1,2895,"06",FALSE,"low",1
7148301,1,1,5275,"06",TRUE,"low",1
7173267,2,1,2700,"06",FALSE,"low",1
7133086,2,1,2295,"06",FALSE,"medium",2
7153506,0,1,3004,"06",FALSE,"low",1
7176558,2,1,6375,"06",FALSE,"low",1
7182046,0,1,2790,"06",FALSE,"low",1
7177233,2,1,3400,"06",FALSE,"low",1
7135722,2,1,2400,"06",FALSE,"low",1
7229968,2,1.5,5000,"06",FALSE,"low",1
7115080,1,1,2300,"06",FALSE,"low",1
7093994,2,1,2750,"06",FALSE,"medium",2
7219503,0,1,2495,"06",TRUE,"low",1
7148476,4,1,5695,"06",TRUE,"low",1
7218606,2,1,2500,"06",TRUE,"low",1
7135005,1,1,2000,"06",FALSE,"low",1
7177492,2,1,3195,"06",FALSE,"low",1
7091684,0,1,2710,"06",FALSE,"medium",2
7216824,2,1,2295,"06",TRUE,"high",3
7204644,0,1,3450,"06",FALSE,"low",1
7196864,1,1,3195,"06",FALSE,"low",1
7218369,2,1,6700,"06",TRUE,"low",1
7133548,2,1,2825,"06",FALSE,"low",1
7200517,2,1,4195,"06",FALSE,"low",1
7231385,2,2,7750,"06",FALSE,"low",1
7164372,1,1,2245,"06",FALSE,"medium",2
7125256,2,1,3400,"06",FALSE,"low",1
7179500,2,1,2800,"06",TRUE,"low",1
7131067,1,1,2900,"06",FALSE,"low",1
7174238,1,1,1800,"06",FALSE,"medium",2
7208076,2,1,2995,"06",FALSE,"medium",2
7129170,2,1,3270,"06",FALSE,"low",1
7169990,2,1,3000,"06",FALSE,"medium",2
7124428,1,1,2595,"06",FALSE,"low",1
7099619,0,1,2870,"06",FALSE,"low",1
7190600,1,0,3375,"06",FALSE,"low",1
7172105,0,1,2250,"06",FALSE,"medium",2
7163314,1,1,2925,"06",FALSE,"low",1
7167067,2,2,7272,"06",FALSE,"medium",2
7089203,1,1,2195,"06",FALSE,"low",1
7158658,3,1,3370,"06",FALSE,"medium",2
7103084,1,1,3360,"06",FALSE,"low",1
7124837,3,2,3625,"06",FALSE,"low",1
7102033,1,1,3149,"06",FALSE,"high",3
7101319,0,1,3465,"06",FALSE,"low",1
7202961,1,1,3275,"06",FALSE,"low",1
7224963,1,1,4085,"06",FALSE,"low",1
7216347,3,3,21000,"06",TRUE,"low",1
7222887,1,1,4550,"06",FALSE,"low",1
7151479,1,0,2300,"06",TRUE,"low",1
7185982,0,1,1790,"06",FALSE,"high",3
7105446,3,1,4600,"06",FALSE,"medium",2
7185078,3,2,5500,"06",FALSE,"low",1
7094774,1,1,1750,"06",FALSE,"low",1
7091192,3,1,2750,"06",FALSE,"medium",2
7110144,1,1,1900,"06",TRUE,"low",1
7224264,1,1,2700,"06",FALSE,"medium",2
7168659,0,1,2690,"06",FALSE,"low",1
7163469,0,1,2000,"06",FALSE,"low",1
7111721,0,1,2950,"06",TRUE,"low",1
7104535,3,1,4500,"06",FALSE,"high",3
7122504,3,2,3295,"06",FALSE,"low",1
7138040,0,1,1695,"06",FALSE,"high",3
7145845,3,2,3900,"06",TRUE,"low",1
7124247,1,1,3514,"06",FALSE,"low",1
7096094,2,1,4725,"06",FALSE,"low",1
7149786,3,2,3900,"06",TRUE,"low",1
7231758,3,1,3725,"06",FALSE,"medium",2
7190455,3,2,4990,"06",FALSE,"medium",2
7124264,3,2,6580,"06",FALSE,"low",1
7161910,1,1,3400,"06",FALSE,"low",1
7131774,2,1,3300,"06",FALSE,"low",1
7160190,2,1,3600,"06",FALSE,"low",1
7101523,0,1,1800,"06",FALSE,"low",1
7146979,1,1,4062,"06",TRUE,"medium",2
7153132,0,1,1950,"06",TRUE,"low",1
7092193,3,2,4295,"06",FALSE,"medium",2
7097863,0,1,2650,"06",FALSE,"low",1
7114477,1,1,2750,"06",FALSE,"low",1
7228936,1,1,3375,"06",FALSE,"low",1
7176117,1,1,2600,"06",FALSE,"low",1
7228231,1,1,3400,"06",FALSE,"low",1
7097963,1,1,2400,"06",FALSE,"low",1
7159759,1,1,3500,"06",FALSE,"low",1
7162824,3,2,5150,"06",FALSE,"low",1
7101960,1,1,2100,"06",FALSE,"low",1
7169745,3,2.5,8995,"06",FALSE,"low",1
7105752,0,1,2500,"06",FALSE,"low",1
7163390,2,2,6590,"06",FALSE,"low",1
7214693,2,1,3495,"06",TRUE,"low",1
7168567,1,1,3645,"06",FALSE,"low",1
7165023,1,1,2800,"06",FALSE,"high",3
7112929,0,1,1975,"06",TRUE,"low",1
7096106,2,2,5050,"06",FALSE,"low",1
7088099,0,1,2775,"06",FALSE,"low",1
7116371,1,1,1600,"06",FALSE,"medium",2
7196751,2,1,3150,"06",FALSE,"low",1
7177116,3,2,7500,"06",FALSE,"low",1
7165345,0,1,3100,"06",FALSE,"low",1
7101290,5,6,45000,"06",FALSE,"low",1
7207700,0,1,1300,"06",FALSE,"high",3
7199008,4,4,27000,"06",FALSE,"low",1
7121127,3,1,2350,"06",FALSE,"medium",2
7125414,4,2.5,7600,"06",FALSE,"low",1
7221677,2,1,2500,"06",FALSE,"low",1
7220877,0,1,2400,"06",FALSE,"low",1
7131540,3,1,4325,"06",FALSE,"low",1
7127034,0,1,1895,"06",FALSE,"medium",2
7100290,3,1,3495,"06",FALSE,"medium",2
7103080,2,1,3479,"06",FALSE,"low",1
7201408,4,1,4480,"06",FALSE,"medium",2
7158990,2,2,7000,"06",FALSE,"low",1
7117726,0,1,1550,"06",FALSE,"medium",2
7170765,1,1,2390,"06",FALSE,"medium",2
7180656,1,1,2150,"06",TRUE,"medium",2
7231315,2,2,4450,"06",FALSE,"low",1
7091446,0,1,2450,"06",FALSE,"medium",2
7104013,1,1,2495,"06",FALSE,"low",1
7172912,1,1,2700,"06",FALSE,"low",1
7145478,2,2,7895,"06",TRUE,"low",1
7128550,0,1,3430,"06",FALSE,"low",1
7172320,2,1,3995,"06",FALSE,"low",1
7100846,1,1,2895,"06",FALSE,"low",1
7181624,0,1,2300,"06",FALSE,"low",1
7224142,2,1,5775,"06",FALSE,"low",1
7179093,2,1,3400,"06",TRUE,"low",1
7186266,1,1,2995,"06",FALSE,"low",1
7731327,0,1,2650,"06",FALSE,"low",1
7194582,1,1,1750,"06",FALSE,"low",1
7137312,3,1,2900,"06",FALSE,"medium",2
7106175,2,1,3600,"06",FALSE,"low",1
7156381,2,1,1850,"06",FALSE,"medium",2
7226518,0,1,2995,"06",FALSE,"low",1
7111470,3,1,5460,"06",TRUE,"low",1
7191401,1,1,1825,"06",FALSE,"low",1
7134847,3,2,7000,"06",FALSE,"low",1
7195826,0,1,2150,"06",FALSE,"medium",2
7180201,1,1,2350,"06",TRUE,"low",1
7182995,0,1,2260,"06",FALSE,"low",1
7202423,1,1,2395,"06",FALSE,"low",1
7209882,1,1,2295,"06",FALSE,"low",1
7229454,3,2,5000,"06",FALSE,"medium",2
7142461,0,1,2800,"06",TRUE,"low",1
7089153,3,2,7995,"06",FALSE,"low",1
7196114,2,1,3200,"06",FALSE,"low",1
