"price","interest_level","interest_Nbr"
3400,"medium",2
3100,"low",1
2250,"medium",2
2450,"low",1
2900,"low",1
2450,"low",1
2500,"low",1
1700,"high",3
2095,"medium",2
3900,"low",1
2500,"low",1
5000,"low",1
3420,"low",1
5500,"low",1
2450,"medium",2
2325,"low",1
9255,"low",1
7035,"low",1
1950,"medium",2
5210,"low",1
2900,"medium",2
1275,"high",3
4995,"low",1
6195,"low",1
3400,"low",1
2300,"low",1
2325,"low",1
1695,"low",1
1750,"high",3
4340,"medium",2
3714,"low",1
1950,"low",1
2695,"low",1
7995,"low",1
2250,"low",1
2997,"low",1
5095,"low",1
8495,"low",1
2995,"low",1
2300,"low",1
3495,"medium",2
4670,"high",3
3930,"low",1
3300,"low",1
3375,"low",1
2695,"medium",2
2400,"low",1
3200,"medium",2
3000,"high",3
4700,"high",3
2675,"medium",2
3360,"low",1
2225,"medium",2
4750,"low",1
3695,"medium",2
3060,"low",1
2800,"medium",2
3505,"medium",2
3150,"low",1
2600,"low",1
2095,"low",1
2920,"low",1
2250,"low",1
10000,"low",1
4150,"low",1
2050,"medium",2
2195,"low",1
1575,"medium",2
6650,"low",1
1800,"high",3
2395,"medium",2
3200,"medium",2
4500,"medium",2
3465,"low",1
2245,"low",1
5595,"low",1
3825,"low",1
6850,"low",1
3436,"low",1
4650,"medium",2
2100,"low",1
2100,"high",3
2099,"medium",2
6200,"low",1
2550,"high",3
2288,"low",1
2100,"high",3
8000,"low",1
2495,"low",1
2800,"low",1
6594,"low",1
4695,"low",1
6000,"high",3
2925,"low",1
3550,"low",1
4000,"low",1
4295,"low",1
1500,"low",1
2700,"medium",2
3600,"low",1
2000,"low",1
2700,"low",1
2500,"medium",2
3600,"low",1
6075,"low",1
2700,"low",1
4550,"medium",2
2295,"low",1
1350,"high",3
3650,"low",1
1600,"high",3
4160,"low",1
26500,"low",1
3200,"medium",2
7500,"low",1
2950,"low",1
2400,"medium",2
1800,"low",1
4495,"low",1
1875,"low",1
4295,"low",1
9800,"low",1
1850,"low",1
14999,"low",1
2650,"low",1
3350,"low",1
2995,"low",1
3900,"low",1
1900,"medium",2
2100,"medium",2
2550,"low",1
2790,"low",1
3200,"low",1
6075,"low",1
5250,"low",1
3275,"low",1
3800,"low",1
3450,"low",1
2500,"low",1
3995,"medium",2
2200,"low",1
4750,"low",1
2925,"low",1
4246,"high",3
2300,"medium",2
2200,"low",1
2825,"low",1
4500,"high",3
2995,"low",1
3300,"low",1
2000,"low",1
1995,"low",1
4395,"low",1
2700,"low",1
2850,"medium",2
6508,"low",1
3175,"high",3
1850,"low",1
2500,"low",1
4995,"low",1
2000,"high",3
5200,"low",1
5000,"low",1
2675,"low",1
2600,"low",1
3665,"low",1
2825,"low",1
3395,"low",1
4500,"medium",2
3990,"low",1
4600,"low",1
3475,"low",1
5895,"low",1
2700,"low",1
2995,"medium",2
3000,"low",1
3500,"medium",2
4900,"low",1
3590,"medium",2
1975,"medium",2
4000,"low",1
5550,"medium",2
6295,"low",1
4426,"low",1
3134,"low",1
2700,"high",3
3450,"low",1
2500,"low",1
3800,"low",1
1400,"high",3
1975,"medium",2
2795,"low",1
3200,"low",1
2050,"medium",2
2570,"medium",2
3795,"medium",2
2100,"low",1
4895,"medium",2
2650,"low",1
4175,"low",1
2960,"low",1
5000,"low",1
1850,"low",1
4795,"low",1
2150,"low",1
6350,"medium",2
3900,"medium",2
4500,"low",1
5000,"low",1
3295,"low",1
3450,"low",1
3300,"medium",2
3999,"medium",2
6250,"low",1
2795,"low",1
1650,"medium",2
2350,"low",1
5050,"low",1
2677,"low",1
3357,"low",1
3000,"low",1
2500,"low",1
2245,"low",1
3100,"low",1
2575,"low",1
4595,"low",1
2700,"high",3
3800,"low",1
2917,"medium",2
1600,"high",3
5000,"low",1
6000,"low",1
3000,"low",1
4550,"low",1
3500,"low",1
3000,"high",3
2725,"low",1
4695,"low",1
3695,"low",1
1600,"low",1
3400,"low",1
2050,"low",1
2400,"low",1
1300,"high",3
3000,"low",1
5100,"low",1
2100,"low",1
2699,"low",1
1750,"medium",2
2850,"low",1
3170,"low",1
2595,"medium",2
2995,"medium",2
3495,"low",1
2350,"low",1
2950,"low",1
2929,"medium",2
3000,"low",1
2800,"low",1
4000,"low",1
1295,"high",3
3700,"low",1
2950,"high",3
6125,"low",1
2950,"low",1
2800,"medium",2
2200,"low",1
2695,"low",1
3960,"low",1
3375,"low",1
4200,"low",1
3150,"medium",2
2350,"high",3
1900,"low",1
1700,"high",3
2300,"medium",2
5500,"low",1
5100,"low",1
3350,"low",1
3900,"low",1
2545,"medium",2
11200,"low",1
2999,"low",1
1795,"high",3
6400,"low",1
3100,"low",1
2258,"low",1
3995,"medium",2
3350,"low",1
2995,"low",1
3425,"medium",2
2750,"medium",2
2475,"low",1
3479,"low",1
4400,"low",1
3600,"low",1
2495,"medium",2
2950,"low",1
3400,"medium",2
2500,"medium",2
3195,"high",3
7000,"low",1
9500,"low",1
2625,"low",1
3620,"low",1
2950,"medium",2
2900,"low",1
4583,"low",1
3500,"low",1
4950,"low",1
3100,"low",1
2465,"low",1
3900,"medium",2
1695,"low",1
7850,"low",1
5000,"low",1
2850,"medium",2
3400,"low",1
3100,"low",1
2695,"low",1
3704,"low",1
3850,"low",1
2975,"medium",2
3350,"low",1
4625,"low",1
1900,"medium",2
3450,"low",1
4500,"low",1
2750,"low",1
4800,"medium",2
7000,"low",1
1700,"medium",2
3700,"medium",2
2400,"low",1
2795,"low",1
4800,"low",1
1695,"low",1
2600,"high",3
1800,"high",3
3000,"medium",2
2925,"low",1
3500,"low",1
2550,"medium",2
2300,"medium",2
2300,"medium",2
2850,"medium",2
3725,"low",1
2650,"medium",2
1700,"low",1
3690,"low",1
7250,"low",1
2250,"low",1
11220,"low",1
4450,"low",1
3000,"low",1
5249,"low",1
3375,"medium",2
3195,"low",1
1900,"low",1
8000,"low",1
1950,"high",3
3200,"medium",2
3199,"low",1
2616,"low",1
4000,"medium",2
2100,"low",1
2750,"low",1
1500,"high",3
3725,"low",1
4477,"low",1
3300,"low",1
5900,"low",1
3160,"medium",2
2650,"low",1
2057,"low",1
2100,"low",1
3000,"high",3
4200,"low",1
2700,"low",1
3400,"low",1
3000,"low",1
2950,"low",1
3895,"low",1
2625,"low",1
2595,"medium",2
1795,"low",1
2199,"low",1
2990,"high",3
3600,"low",1
2400,"high",3
4195,"low",1
2125,"low",1
2500,"low",1
3575,"low",1
2625,"low",1
3150,"medium",2
2100,"high",3
3500,"low",1
2675,"low",1
1795,"low",1
3900,"low",1
2625,"low",1
5000,"high",3
4000,"low",1
3250,"low",1
6495,"low",1
2750,"low",1
3420,"low",1
3195,"low",1
2500,"low",1
4240,"low",1
2450,"low",1
2850,"low",1
4882,"low",1
2350,"medium",2
2495,"low",1
6695,"low",1
2395,"medium",2
5600,"low",1
3500,"low",1
2300,"medium",2
7400,"low",1
2900,"low",1
4800,"low",1
2450,"low",1
4900,"low",1
4500,"low",1
7000,"low",1
2300,"medium",2
8000,"low",1
1950,"medium",2
2550,"low",1
3595,"low",1
3395,"low",1
3200,"high",3
4700,"low",1
3500,"high",3
2500,"low",1
5500,"low",1
2395,"low",1
1900,"medium",2
1775,"high",3
4728,"low",1
3495,"low",1
2400,"low",1
7950,"low",1
2450,"low",1
2195,"medium",2
1795,"high",3
2750,"low",1
1450,"low",1
5395,"low",1
2500,"high",3
3850,"medium",2
3550,"medium",2
3551,"low",1
4700,"low",1
6200,"low",1
4200,"high",3
2050,"medium",2
4750,"low",1
1550,"high",3
2400,"low",1
2595,"medium",2
2690,"low",1
3600,"low",1
1800,"high",3
4890,"low",1
3700,"high",3
5395,"medium",2
3500,"low",1
2850,"low",1
3325,"low",1
2500,"low",1
3750,"low",1
3000,"low",1
3100,"low",1
3350,"medium",2
1975,"medium",2
2575,"low",1
2900,"low",1
3823,"low",1
3150,"low",1
4300,"medium",2
2795,"low",1
2500,"low",1
4423,"low",1
2300,"low",1
3800,"low",1
2390,"low",1
4500,"low",1
3000,"low",1
3401,"medium",2
3400,"low",1
5415,"low",1
2100,"low",1
2890,"low",1
1900,"high",3
2995,"medium",2
7250,"low",1
4100,"low",1
3885,"medium",2
4026,"low",1
4095,"low",1
2700,"medium",2
3500,"medium",2
2900,"low",1
1995,"low",1
2580,"low",1
2550,"medium",2
3200,"medium",2
3390,"low",1
4000,"low",1
6130,"low",1
5000,"medium",2
1995,"low",1
2425,"high",3
3995,"low",1
1995,"medium",2
2350,"low",1
13000,"low",1
2595,"low",1
27000,"low",1
3550,"medium",2
3095,"low",1
2400,"low",1
3500,"high",3
9000,"low",1
4200,"low",1
3495,"medium",2
3650,"low",1
2800,"medium",2
3800,"medium",2
3200,"medium",2
1915,"high",3
2599,"medium",2
2750,"low",1
5500,"low",1
5995,"low",1
2800,"low",1
3600,"low",1
3400,"low",1
3795,"low",1
3350,"low",1
1875,"low",1
3950,"low",1
2750,"medium",2
2659,"low",1
6900,"medium",2
5100,"low",1
2895,"low",1
4800,"low",1
4600,"low",1
7200,"low",1
2995,"medium",2
4500,"low",1
1975,"high",3
5100,"low",1
2750,"low",1
3360,"low",1
2850,"low",1
3295,"low",1
2295,"low",1
4031,"high",3
3600,"low",1
2495,"medium",2
13300,"low",1
3034,"low",1
3700,"low",1
1250,"high",3
3550,"low",1
2175,"medium",2
2200,"low",1
3275,"low",1
3695,"medium",2
3725,"low",1
2600,"low",1
4500,"low",1
1900,"medium",2
3220,"low",1
2995,"low",1
2600,"low",1
6995,"low",1
6750,"low",1
2550,"low",1
1700,"low",1
1875,"low",1
5545,"low",1
2300,"high",3
5400,"low",1
5000,"medium",2
2095,"low",1
2800,"low",1
2595,"medium",2
3295,"medium",2
3000,"low",1
2395,"low",1
6250,"low",1
5700,"low",1
1997,"low",1
1900,"low",1
12600,"low",1
3795,"low",1
3300,"medium",2
3087,"low",1
2599,"medium",2
3695,"low",1
4595,"low",1
2900,"medium",2
2900,"high",3
3905,"low",1
1850,"medium",2
2795,"medium",2
2800,"low",1
4242,"low",1
4800,"medium",2
2695,"low",1
2525,"low",1
7200,"low",1
2600,"low",1
5000,"low",1
2600,"medium",2
2295,"low",1
3295,"high",3
2995,"low",1
2395,"medium",2
3599,"low",1
1850,"low",1
3400,"low",1
1995,"low",1
5495,"medium",2
1600,"low",1
1150,"high",3
3640,"medium",2
1450,"low",1
5900,"low",1
4160,"low",1
3825,"low",1
3000,"medium",2
3450,"low",1
2800,"low",1
2150,"medium",2
2625,"high",3
2600,"low",1
1800,"high",3
3765,"low",1
2550,"low",1
2550,"low",1
4195,"low",1
2425,"low",1
3941,"medium",2
2450,"medium",2
3550,"low",1
2600,"low",1
2495,"low",1
3400,"low",1
1550,"medium",2
2500,"medium",2
25000,"low",1
3440,"high",3
3855,"high",3
3000,"high",3
2200,"low",1
2625,"low",1
8895,"low",1
3295,"medium",2
2000,"low",1
1995,"medium",2
3400,"low",1
2500,"medium",2
5895,"low",1
1800,"high",3
2500,"medium",2
1800,"low",1
7575,"low",1
3000,"low",1
5625,"low",1
3290,"low",1
4995,"medium",2
1895,"medium",2
3600,"low",1
2155,"medium",2
2625,"medium",2
3250,"low",1
2900,"low",1
3300,"medium",2
2525,"low",1
2500,"low",1
1575,"low",1
1600,"medium",2
2999,"low",1
1850,"medium",2
2150,"low",1
1800,"low",1
2695,"low",1
4650,"low",1
2200,"medium",2
4900,"low",1
5000,"low",1
3995,"low",1
4600,"low",1
4100,"low",1
2400,"low",1
2979,"medium",2
2000,"high",3
3450,"low",1
4500,"medium",2
3650,"low",1
2095,"low",1
2550,"low",1
4265,"medium",2
3150,"low",1
3850,"low",1
2150,"low",1
2700,"low",1
3195,"low",1
1900,"medium",2
5495,"low",1
1900,"low",1
5895,"low",1
2600,"medium",2
1975,"medium",2
3600,"medium",2
5500,"low",1
3100,"low",1
3600,"medium",2
3100,"low",1
5400,"low",1
2495,"low",1
2750,"low",1
2700,"high",3
3000,"medium",2
3800,"low",1
2695,"low",1
4075,"low",1
1775,"high",3
6200,"low",1
4650,"low",1
1974,"low",1
3250,"medium",2
3100,"low",1
1895,"low",1
3599,"low",1
2600,"medium",2
3895,"low",1
3690,"low",1
3300,"low",1
2295,"low",1
1700,"high",3
3000,"low",1
2995,"low",1
4500,"low",1
3350,"low",1
8000,"low",1
5450,"low",1
2495,"medium",2
2150,"low",1
5900,"low",1
1965,"low",1
2090,"low",1
3595,"low",1
2900,"low",1
5954,"low",1
3350,"medium",2
3950,"low",1
2457,"high",3
2795,"low",1
3420,"low",1
3700,"low",1
2580,"medium",2
2000,"low",1
2000,"low",1
3250,"medium",2
2895,"low",1
3700,"low",1
1775,"low",1
2350,"low",1
3200,"medium",2
1750,"high",3
1950,"high",3
4600,"low",1
2400,"medium",2
4300,"medium",2
3200,"medium",2
3960,"low",1
1900,"low",1
5400,"low",1
3375,"low",1
2600,"low",1
2895,"low",1
9500,"low",1
5995,"medium",2
3995,"low",1
2600,"low",1
6700,"low",1
3600,"medium",2
2500,"low",1
3250,"low",1
3400,"medium",2
3100,"low",1
2700,"low",1
1900,"low",1
2650,"medium",2
5788,"low",1
1350,"high",3
6750,"medium",2
4825,"medium",2
3150,"low",1
3250,"medium",2
2750,"medium",2
2300,"low",1
3495,"low",1
3400,"low",1
1800,"medium",2
3300,"medium",2
2300,"low",1
4775,"low",1
2000,"low",1
6350,"low",1
6600,"low",1
4000,"high",3
3140,"medium",2
3450,"low",1
14000,"low",1
2300,"low",1
5300,"low",1
3350,"low",1
3500,"low",1
2350,"low",1
1795,"low",1
2975,"low",1
5900,"low",1
4695,"low",1
2200,"low",1
4000,"high",3
3695,"low",1
1850,"medium",2
4000,"low",1
2250,"medium",2
2895,"high",3
6500,"low",1
16500,"low",1
2795,"low",1
2675,"low",1
2350,"low",1
2750,"low",1
2200,"low",1
2295,"low",1
2650,"low",1
1900,"medium",2
1995,"medium",2
1900,"low",1
5295,"low",1
4200,"low",1
2400,"low",1
2090,"low",1
8500,"low",1
2390,"medium",2
3950,"medium",2
3200,"low",1
1450,"medium",2
3095,"low",1
2740,"low",1
1850,"medium",2
2300,"low",1
3295,"medium",2
3000,"medium",2
3595,"medium",2
2095,"low",1
2841,"medium",2
3400,"low",1
5055,"low",1
3900,"low",1
2195,"low",1
6000,"low",1
1400,"high",3
2340,"low",1
1799,"high",3
2500,"low",1
2325,"low",1
3250,"low",1
3200,"low",1
18000,"low",1
3495,"medium",2
5495,"low",1
2650,"low",1
3150,"high",3
2000,"low",1
2495,"high",3
4495,"low",1
2600,"low",1
2400,"low",1
6550,"medium",2
3495,"low",1
3600,"medium",2
4450,"low",1
5895,"low",1
2500,"low",1
2700,"low",1
3195,"low",1
2500,"low",1
3600,"medium",2
3797,"low",1
11750,"low",1
2500,"medium",2
2350,"low",1
2150,"low",1
2499,"low",1
5095,"low",1
2650,"low",1
2450,"low",1
3750,"low",1
2550,"low",1
5400,"low",1
3750,"low",1
3600,"low",1
4500,"low",1
4500,"low",1
3100,"medium",2
14995,"low",1
5500,"low",1
2745,"low",1
3250,"low",1
2400,"high",3
3800,"low",1
2995,"low",1
1595,"high",3
2100,"low",1
3350,"low",1
3080,"medium",2
13995,"low",1
1995,"low",1
2875,"medium",2
6010,"low",1
3850,"low",1
3295,"low",1
2850,"medium",2
4350,"low",1
2595,"low",1
3987,"low",1
3650,"low",1
1800,"medium",2
1600,"medium",2
1500,"low",1
2695,"low",1
4000,"low",1
2795,"low",1
3600,"medium",2
5875,"low",1
4195,"low",1
2750,"low",1
2300,"medium",2
3200,"medium",2
2550,"low",1
3349,"medium",2
5089,"low",1
10000,"low",1
2195,"medium",2
2850,"low",1
3774,"low",1
4000,"medium",2
2530,"low",1
3595,"low",1
1645,"low",1
15000,"low",1
2350,"low",1
2200,"low",1
5500,"low",1
1897,"low",1
9500,"low",1
3420,"low",1
5795,"low",1
3700,"low",1
2195,"low",1
2400,"low",1
5100,"low",1
3975,"medium",2
4195,"low",1
3000,"medium",2
3105,"medium",2
5000,"low",1
3750,"low",1
3950,"medium",2
3395,"low",1
3250,"low",1
9000,"low",1
6875,"low",1
3100,"low",1
2300,"low",1
3200,"medium",2
2350,"low",1
5295,"low",1
2995,"low",1
2300,"medium",2
3695,"low",1
2500,"low",1
3500,"low",1
2399,"low",1
2825,"high",3
4955,"medium",2
5895,"low",1
16000,"low",1
2795,"low",1
3095,"low",1
3400,"medium",2
3295,"medium",2
2500,"low",1
2495,"low",1
2150,"low",1
2050,"low",1
1825,"medium",2
3600,"low",1
5495,"low",1
2800,"medium",2
3287,"low",1
5200,"low",1
3700,"low",1
3400,"low",1
1950,"high",3
4400,"low",1
3050,"low",1
2495,"medium",2
3800,"medium",2
2600,"low",1
3990,"low",1
3360,"low",1
4295,"low",1
10825,"low",1
2450,"low",1
2100,"low",1
3895,"low",1
4500,"low",1
3000,"low",1
3200,"medium",2
2800,"low",1
2395,"low",1
4995,"low",1
16900,"low",1
6000,"medium",2
8000,"low",1
3495,"medium",2
2595,"medium",2
1650,"high",3
2838,"low",1
3650,"low",1
3000,"low",1
3217,"low",1
2400,"low",1
5500,"low",1
2350,"low",1
3600,"low",1
2750,"low",1
4140,"low",1
4995,"medium",2
4975,"low",1
1595,"low",1
1925,"medium",2
3975,"low",1
3450,"low",1
2750,"low",1
2000,"low",1
6295,"medium",2
4950,"low",1
1600,"medium",2
3200,"low",1
3600,"low",1
1995,"low",1
4100,"low",1
3775,"low",1
3147,"low",1
3302,"medium",2
3300,"low",1
6850,"medium",2
3350,"medium",2
2700,"low",1
2100,"low",1
5400,"low",1
3778,"low",1
6595,"low",1
3060,"high",3
2675,"low",1
4995,"low",1
2650,"low",1
1699,"medium",2
2150,"low",1
3400,"medium",2
3445,"low",1
2795,"low",1
3300,"low",1
2895,"low",1
3229,"low",1
2400,"low",1
3500,"medium",2
1400,"low",1
2525,"low",1
5300,"low",1
2990,"low",1
4750,"low",1
3700,"low",1
2600,"low",1
3295,"low",1
3554,"low",1
3190,"low",1
3080,"medium",2
14500,"low",1
2700,"medium",2
3600,"low",1
1900,"medium",2
4100,"low",1
1900,"medium",2
2550,"high",3
1900,"low",1
3850,"low",1
8135,"low",1
1750,"medium",2
2632,"low",1
2425,"low",1
3600,"low",1
2755,"low",1
3495,"low",1
3095,"medium",2
3250,"medium",2
3475,"low",1
2425,"medium",2
4300,"low",1
2200,"high",3
3678,"medium",2
3295,"low",1
2450,"low",1
5900,"low",1
2150,"low",1
2500,"low",1
2850,"low",1
3700,"low",1
6695,"low",1
4900,"low",1
1650,"high",3
8112,"low",1
3000,"high",3
3325,"low",1
3100,"high",3
2425,"low",1
5935,"low",1
1500,"low",1
4362,"high",3
3325,"low",1
2500,"medium",2
2275,"low",1
5500,"low",1
3775,"low",1
5595,"low",1
5460,"low",1
3995,"low",1
4150,"low",1
4000,"medium",2
4290,"low",1
2700,"low",1
3900,"medium",2
2895,"low",1
1850,"low",1
3000,"high",3
2700,"low",1
2295,"medium",2
8500,"medium",2
2300,"low",1
6725,"low",1
2895,"low",1
7000,"low",1
4000,"low",1
1800,"low",1
5400,"medium",2
6025,"low",1
7900,"low",1
5500,"low",1
2595,"low",1
2500,"low",1
7000,"low",1
5700,"medium",2
2495,"low",1
3160,"low",1
4050,"low",1
3250,"low",1
8000,"low",1
2850,"high",3
2700,"low",1
2690,"low",1
1725,"medium",2
2475,"low",1
2650,"low",1
2675,"medium",2
1850,"low",1
1325,"medium",2
4600,"medium",2
6220,"low",1
1795,"medium",2
3595,"high",3
3799,"low",1
2800,"low",1
2750,"low",1
5750,"low",1
2525,"medium",2
1675,"medium",2
1850,"medium",2
6000,"low",1
1950,"low",1
3395,"low",1
1900,"low",1
4495,"low",1
3399,"low",1
4550,"low",1
2350,"low",1
3000,"low",1
5300,"low",1
5575,"low",1
3450,"low",1
3300,"low",1
3300,"low",1
1895,"high",3
9950,"low",1
7500,"low",1
3000,"high",3
2125,"low",1
2000,"low",1
2350,"medium",2
2195,"high",3
4500,"medium",2
1950,"low",1
3395,"low",1
2450,"low",1
2000,"low",1
2200,"low",1
5109,"low",1
1850,"medium",2
4200,"medium",2
2750,"low",1
2150,"low",1
2400,"medium",2
3100,"low",1
2600,"low",1
3250,"low",1
2100,"low",1
3550,"low",1
1800,"low",1
3100,"low",1
2300,"low",1
1450,"low",1
2000,"medium",2
1600,"low",1
1900,"medium",2
2775,"low",1
3895,"low",1
3100,"medium",2
4495,"low",1
2195,"low",1
4000,"low",1
3995,"low",1
3600,"high",3
11095,"low",1
2550,"low",1
3600,"low",1
2250,"high",3
2195,"medium",2
3395,"low",1
5400,"medium",2
1800,"medium",2
3150,"low",1
4000,"high",3
4700,"medium",2
2800,"low",1
3332,"low",1
3295,"low",1
5800,"high",3
4400,"medium",2
2395,"low",1
3300,"low",1
3100,"medium",2
2325,"low",1
2800,"high",3
2859,"medium",2
3100,"low",1
1400,"medium",2
5800,"low",1
2350,"low",1
1895,"low",1
3350,"low",1
2975,"low",1
2350,"low",1
3395,"medium",2
7350,"low",1
2995,"low",1
3100,"medium",2
2850,"low",1
3350,"low",1
1775,"low",1
3250,"low",1
2300,"medium",2
2395,"medium",2
2995,"low",1
3400,"low",1
1825,"low",1
3500,"medium",2
2950,"low",1
2650,"low",1
3300,"medium",2
2895,"medium",2
9950,"low",1
6500,"low",1
3200,"medium",2
3000,"low",1
2850,"low",1
4600,"low",1
3550,"low",1
5073,"low",1
2900,"medium",2
2395,"low",1
5995,"low",1
3595,"low",1
2200,"medium",2
2700,"low",1
2200,"low",1
2595,"low",1
1550,"high",3
2600,"medium",2
3750,"low",1
1965,"high",3
1856,"medium",2
1999,"low",1
1550,"low",1
2150,"low",1
1700,"low",1
2350,"low",1
3495,"low",1
2500,"medium",2
3400,"medium",2
1855,"low",1
4025,"low",1
3850,"low",1
2600,"low",1
3575,"low",1
5837,"low",1
7450,"low",1
2200,"medium",2
5000,"low",1
3695,"low",1
15500,"low",1
3495,"low",1
3600,"high",3
4395,"low",1
1950,"low",1
3100,"low",1
3100,"low",1
2400,"medium",2
2250,"low",1
4470,"low",1
1650,"high",3
2300,"medium",2
2950,"low",1
3300,"low",1
4300,"medium",2
2550,"low",1
1995,"high",3
4700,"low",1
5250,"low",1
4800,"low",1
2150,"medium",2
2795,"medium",2
7500,"low",1
2825,"low",1
2195,"medium",2
4100,"high",3
3835,"low",1
3895,"low",1
2550,"low",1
4000,"low",1
1825,"medium",2
4247,"low",1
6260,"low",1
2895,"low",1
4950,"low",1
2660,"low",1
4000,"low",1
2940,"low",1
1850,"low",1
4250,"low",1
4960,"low",1
4100,"low",1
4450,"low",1
3500,"low",1
3050,"low",1
9350,"low",1
3000,"medium",2
2000,"high",3
1675,"medium",2
1900,"high",3
3295,"medium",2
5460,"low",1
2500,"low",1
3400,"medium",2
2500,"low",1
2895,"medium",2
4400,"low",1
2695,"high",3
3575,"low",1
3395,"low",1
2100,"low",1
11000,"low",1
3000,"low",1
5950,"low",1
1450,"low",1
2850,"low",1
4975,"low",1
2750,"low",1
2995,"low",1
3695,"low",1
2700,"medium",2
2315,"low",1
3900,"low",1
4195,"medium",2
2700,"low",1
3050,"low",1
5759,"low",1
4200,"low",1
3800,"low",1
4499,"low",1
3415,"low",1
4800,"low",1
4000,"low",1
4295,"low",1
2995,"high",3
2225,"medium",2
3200,"low",1
3000,"low",1
3395,"low",1
2500,"low",1
2985,"low",1
3300,"low",1
2595,"low",1
2595,"low",1
2950,"low",1
4150,"low",1
2595,"low",1
1850,"low",1
3295,"low",1
2630,"low",1
2600,"low",1
8000,"low",1
3900,"medium",2
3525,"low",1
3195,"low",1
2850,"medium",2
5900,"high",3
4200,"medium",2
2690,"low",1
2721,"low",1
3100,"low",1
1625,"high",3
3075,"low",1
2600,"low",1
3453,"low",1
3200,"low",1
2425,"low",1
2995,"medium",2
2000,"medium",2
1900,"low",1
4950,"high",3
2599,"low",1
4995,"medium",2
4000,"low",1
3775,"medium",2
2600,"low",1
3550,"low",1
3495,"low",1
4895,"medium",2
2608,"low",1
2590,"medium",2
2350,"low",1
3000,"low",1
11500,"low",1
3395,"low",1
2150,"low",1
2979,"medium",2
3790,"low",1
15000,"low",1
4600,"low",1
8000,"low",1
2950,"medium",2
10000,"low",1
2889,"low",1
3300,"low",1
1895,"low",1
3820,"low",1
3000,"low",1
5614,"low",1
3225,"low",1
5195,"low",1
3800,"low",1
3195,"low",1
2810,"low",1
4050,"low",1
2879,"low",1
2195,"low",1
2425,"medium",2
1950,"medium",2
4109,"medium",2
2750,"low",1
8595,"low",1
3895,"low",1
2790,"low",1
3790,"low",1
3170,"medium",2
2795,"low",1
2500,"medium",2
2150,"medium",2
4199,"low",1
4470,"low",1
2700,"low",1
6000,"low",1
18295,"low",1
3700,"low",1
2300,"high",3
7250,"low",1
2200,"low",1
1400,"high",3
1990,"low",1
3980,"low",1
4065,"low",1
2900,"low",1
2900,"medium",2
2400,"low",1
4950,"low",1
2750,"low",1
2700,"low",1
1950,"low",1
3795,"low",1
8500,"low",1
2750,"medium",2
1875,"high",3
1950,"low",1
4900,"low",1
5900,"low",1
6500,"medium",2
2000,"low",1
5900,"low",1
2400,"low",1
2795,"low",1
2500,"low",1
4850,"low",1
2800,"low",1
3800,"low",1
2550,"low",1
7400,"medium",2
2295,"low",1
2550,"low",1
3000,"low",1
2545,"medium",2
3000,"low",1
3895,"low",1
3675,"low",1
2700,"low",1
3750,"medium",2
2500,"low",1
3600,"low",1
7950,"medium",2
19015,"low",1
2900,"medium",2
3395,"medium",2
2500,"low",1
7150,"low",1
2500,"medium",2
5897,"low",1
4598,"low",1
2450,"medium",2
5075,"low",1
2550,"medium",2
2548,"low",1
11900,"low",1
3200,"medium",2
9250,"low",1
7000,"low",1
2750,"low",1
4000,"medium",2
6500,"low",1
1800,"medium",2
1795,"low",1
8900,"low",1
3795,"low",1
7095,"low",1
4490,"medium",2
3700,"low",1
4395,"medium",2
2300,"low",1
1300,"medium",2
3950,"low",1
2299,"medium",2
3000,"medium",2
2500,"medium",2
3500,"high",3
9000,"low",1
3050,"high",3
2050,"low",1
2350,"medium",2
3595,"high",3
3370,"high",3
6200,"low",1
2595,"low",1
2350,"high",3
3975,"low",1
2150,"low",1
3700,"low",1
2150,"high",3
2650,"low",1
4000,"low",1
2000,"high",3
4700,"low",1
1675,"high",3
9000,"low",1
4300,"low",1
3450,"low",1
6200,"low",1
2500,"medium",2
5100,"low",1
2300,"low",1
1799,"low",1
6550,"low",1
3995,"medium",2
4153,"low",1
4350,"low",1
12995,"low",1
3500,"low",1
4250,"low",1
2300,"low",1
2495,"low",1
2300,"low",1
2345,"low",1
4695,"low",1
7000,"medium",2
1975,"high",3
3100,"low",1
2000,"low",1
2075,"high",3
2750,"low",1
2762,"low",1
3100,"high",3
3100,"low",1
2595,"medium",2
3525,"low",1
3095,"low",1
2675,"low",1
5750,"low",1
4000,"low",1
3995,"low",1
6580,"low",1
4000,"low",1
6350,"low",1
8475,"low",1
2750,"medium",2
4800,"medium",2
2950,"medium",2
2250,"low",1
12000,"low",1
3200,"low",1
2700,"high",3
2700,"low",1
2095,"low",1
1775,"high",3
2100,"low",1
2550,"low",1
5995,"low",1
3625,"medium",2
3000,"low",1
2300,"medium",2
4235,"medium",2
3100,"low",1
5200,"low",1
1600,"low",1
2795,"high",3
3495,"low",1
3295,"low",1
7200,"low",1
1800,"high",3
2650,"low",1
3850,"high",3
2700,"low",1
4000,"medium",2
2400,"low",1
7850,"medium",2
2150,"low",1
4560,"low",1
4850,"high",3
1575,"medium",2
4000,"medium",2
12495,"low",1
4600,"medium",2
1750,"low",1
1725,"high",3
5500,"low",1
3400,"low",1
1950,"low",1
2500,"low",1
2800,"medium",2
1895,"medium",2
3200,"medium",2
