"listing_id","interest_level","interest_Nbr","senti_anger","senti_anticipation","senti_disgust","senti_fear","senti_joy","senti_sadness","senti_surprise","senti_trust","senti_negative","senti_positive"
7221031,"low",1,1,1,0,0,2,0,1,1,1,4
7143648,"high",3,0,2,0,0,3,1,1,1,1,6
7141934,"low",1,0,1,0,1,1,0,0,2,1,7
7180817,"low",1,0,2,0,1,2,1,0,4,2,9
7157241,"low",1,0,1,0,0,0,0,0,1,0,4
7143753,"low",1,1,1,1,1,1,0,1,2,3,3
7092473,"medium",2,0,1,1,0,2,0,2,1,0,7
7198432,"low",1,1,5,0,1,3,0,1,4,1,10
7118401,"low",1,0,0,0,0,3,0,1,3,0,10
7218661,"low",1,0,2,0,0,2,0,0,2,0,7
7189790,"low",1,0,2,0,0,4,1,1,4,0,15
7145133,"medium",2,0,1,0,1,1,0,1,2,1,7
7152901,"low",1,0,0,0,0,0,1,1,2,2,6
7220663,"low",1,0,1,0,0,2,0,0,1,0,4
7195177,"low",1,0,5,0,2,7,1,2,6,1,18
7161914,"low",1,2,3,1,1,4,2,2,2,3,11
7206928,"low",1,0,1,0,0,1,0,1,1,0,5
7098630,"low",1,1,1,1,0,4,1,2,1,0,8
7179721,"low",1,0,0,0,0,0,0,0,0,0,0
7167233,"low",1,0,3,0,0,1,0,0,2,0,6
7169680,"low",1,0,0,0,0,0,0,0,0,0,0
7177783,"low",1,1,2,0,0,2,1,2,1,2,5
7229736,"medium",2,0,2,0,0,3,0,1,3,0,6
7111344,"high",3,1,3,0,1,3,3,0,3,4,12
7208291,"low",1,0,4,0,0,2,0,1,4,1,14
7149199,"low",1,2,3,1,0,4,0,1,2,1,6
7198501,"high",3,0,1,0,0,0,0,0,1,0,5
7092023,"low",1,0,1,0,1,2,0,0,0,0,4
7207036,"low",1,2,7,1,1,5,0,1,4,3,9
7173414,"high",3,1,4,0,2,6,0,1,4,1,8
7091042,"low",1,0,0,0,0,0,0,0,0,0,0
7180583,"medium",2,1,1,0,0,2,0,0,2,1,4
7205111,"low",1,0,2,0,1,2,0,1,2,1,6
7101969,"low",1,0,2,0,0,2,1,0,3,1,8
7224480,"low",1,0,4,2,2,6,2,2,5,2,11
7154910,"low",1,1,3,0,1,3,1,3,4,2,9
7224293,"low",1,0,1,0,0,1,0,0,1,0,4
7094666,"low",1,1,2,0,0,1,1,1,1,1,1
7227020,"low",1,0,1,0,1,1,0,1,0,1,8
7188386,"low",1,0,5,0,1,3,0,1,5,1,11
7194915,"low",1,1,0,0,0,0,0,0,0,1,3
7094149,"low",1,0,2,1,0,3,0,1,4,1,8
7221664,"medium",2,1,7,1,0,5,1,3,7,2,15
7105013,"medium",2,1,7,3,1,6,2,3,5,4,11
7220595,"medium",2,1,6,0,0,2,0,2,3,2,10
7195334,"low",1,0,2,0,0,2,0,0,3,1,6
7099374,"low",1,0,2,0,0,4,0,0,2,0,11
7178228,"low",1,0,0,0,0,2,1,0,1,0,6
7101838,"high",3,0,2,0,0,1,0,1,2,0,3
7120143,"low",1,0,1,0,0,0,0,0,2,0,5
7137565,"low",1,0,0,0,0,2,0,0,1,0,3
7222407,"high",3,0,1,0,0,0,0,0,0,0,0
7201604,"low",1,0,2,0,0,4,0,0,3,0,6
7181479,"low",1,0,2,0,0,2,0,2,4,0,7
7233103,"low",1,0,1,0,0,2,1,0,2,0,8
7136167,"medium",2,1,2,0,0,0,0,0,2,2,5
7207017,"low",1,0,0,0,0,0,0,0,0,0,0
7191211,"medium",2,0,3,0,1,1,1,1,2,2,6
7116172,"medium",2,0,0,0,0,0,0,0,0,0,0
7123974,"low",1,1,1,0,0,3,1,1,3,1,10
7154969,"low",1,1,3,0,1,4,1,2,2,1,13
7196637,"low",1,0,1,0,0,1,0,1,0,0,3
7152162,"high",3,1,1,0,0,1,0,1,1,1,9
7167871,"low",1,1,7,0,0,7,3,3,6,5,19
7225309,"low",1,0,1,0,0,1,0,0,1,0,6
7130857,"low",1,0,3,0,0,3,2,1,2,0,13
7159103,"high",3,2,4,2,0,3,1,3,3,0,8
7172165,"low",1,0,1,0,0,2,0,0,2,0,3
7160873,"high",3,2,3,0,1,4,2,4,6,2,14
7197414,"low",1,0,1,0,0,3,0,0,1,1,11
7198585,"medium",2,1,2,0,1,3,0,1,2,1,9
7184772,"low",1,1,3,0,0,3,0,2,2,0,4
7093930,"medium",2,0,0,0,0,0,0,0,0,0,0
7233472,"low",1,2,2,0,0,2,0,0,3,2,9
7104706,"low",1,0,0,0,0,0,0,0,0,0,0
7152746,"high",3,0,1,0,0,3,0,0,3,0,6
7170839,"medium",2,0,0,0,0,1,0,0,0,0,4
7214565,"medium",2,1,0,0,0,1,1,0,1,1,6
7228390,"low",1,0,3,0,0,2,1,1,2,2,9
7232178,"medium",2,0,3,0,0,2,0,2,1,0,7
7202647,"low",1,0,0,0,0,0,0,0,0,0,0
7128919,"high",3,0,1,0,0,0,0,0,0,0,1
7195695,"low",1,1,4,1,0,4,0,0,4,3,10
7151547,"low",1,1,0,0,0,0,0,0,0,1,1
7089795,"low",1,1,5,1,0,4,1,2,3,0,15
7209396,"low",1,0,4,0,0,2,0,2,5,0,8
7205757,"medium",2,0,2,0,0,1,0,0,1,0,5
7170581,"medium",2,0,3,0,0,0,0,0,0,1,6
7105233,"medium",2,1,2,0,1,3,0,2,3,1,7
7211895,"low",1,0,1,1,0,1,0,1,2,2,3
7092243,"medium",2,0,1,0,0,2,0,0,2,0,10
7088672,"low",1,0,1,0,1,1,0,1,2,1,6
7202492,"low",1,0,0,0,0,0,0,0,0,0,0
7230802,"low",1,0,4,0,1,5,1,2,4,2,15
7193614,"low",1,0,0,0,0,0,0,0,0,0,0
7185565,"high",3,0,4,0,2,2,1,1,3,2,7
7191508,"medium",2,3,5,1,1,5,3,3,3,4,12
7193163,"medium",2,1,7,0,1,3,0,3,4,3,13
7112352,"low",1,1,1,0,1,4,0,0,0,2,11
7228129,"high",3,1,2,1,0,1,1,1,2,1,5
7214628,"low",1,0,3,0,0,0,0,0,3,1,11
7205477,"low",1,0,0,0,0,0,0,0,0,0,0
7090682,"low",1,1,2,1,1,3,1,2,2,1,10
7103587,"low",1,0,2,0,0,1,0,0,0,0,9
7108110,"low",1,1,1,0,2,1,0,1,1,1,2
7181251,"low",1,0,2,0,1,1,1,0,3,0,7
7107553,"low",1,0,4,0,1,4,0,3,5,1,11
7171444,"medium",2,1,4,0,1,3,1,0,2,2,7
7153921,"low",1,0,0,0,0,1,0,0,0,0,2
7090228,"medium",2,0,1,0,1,4,1,3,5,0,9
7127533,"low",1,0,0,0,0,0,0,0,1,1,7
7186047,"low",1,2,6,2,1,6,3,4,6,4,20
7121087,"medium",2,0,1,1,0,1,1,0,2,1,3
7179901,"low",1,0,3,1,0,3,0,0,3,0,8
7200197,"low",1,0,1,0,1,0,0,0,1,0,3
7117977,"medium",2,2,0,0,1,0,1,0,0,2,7
7182098,"low",1,0,2,0,0,0,0,0,2,0,5
7181805,"high",3,2,5,0,0,4,2,2,8,3,16
7126930,"low",1,2,3,0,0,2,0,0,2,2,11
7108343,"medium",2,0,2,0,0,2,1,0,2,0,5
7233365,"low",1,0,4,1,1,7,2,4,9,2,22
7104869,"low",1,1,5,0,0,4,0,2,1,1,9
7190317,"low",1,0,3,0,0,1,0,1,2,0,4
7098156,"low",1,0,0,0,0,3,0,0,0,0,6
7129640,"low",1,1,2,0,0,4,1,2,3,1,11
7118917,"low",1,2,2,0,0,4,1,1,2,1,16
7232940,"low",1,0,2,0,0,3,0,0,2,1,7
7189567,"low",1,0,3,0,0,5,0,2,5,0,10
7101193,"low",1,0,3,0,0,2,1,2,2,0,5
7188295,"low",1,0,1,0,0,0,0,0,1,0,2
7154770,"low",1,5,8,3,5,11,3,6,11,8,26
7161264,"low",1,0,1,0,1,1,0,1,2,0,3
7161218,"low",1,0,2,0,1,1,2,0,1,2,6
7206543,"low",1,0,2,0,1,2,0,1,2,1,6
7092591,"medium",2,1,0,0,0,1,0,0,0,1,4
7099156,"low",1,0,0,0,0,0,0,0,1,0,4
7117091,"low",1,0,1,0,0,0,0,0,0,0,3
7149956,"high",3,0,1,0,0,1,0,1,1,0,2
7175162,"low",1,1,1,2,1,1,1,0,4,3,11
7130949,"low",1,1,2,2,1,2,1,1,3,2,8
7139645,"low",1,1,0,0,0,2,0,1,1,1,8
7155520,"low",1,0,2,0,0,2,0,1,1,0,5
7205071,"low",1,0,2,0,0,2,0,0,1,0,9
7200933,"medium",2,0,0,0,1,0,0,1,2,1,2
7135443,"low",1,0,0,0,0,0,0,0,0,0,0
7199670,"low",1,0,3,1,1,7,1,3,5,2,15
7151102,"high",3,0,0,0,0,0,0,0,0,0,0
7227486,"low",1,0,0,1,0,0,0,0,0,0,3
7098781,"low",1,0,2,0,0,3,0,2,3,0,6
7169101,"high",3,0,3,0,0,4,0,1,3,0,11
7112023,"low",1,0,0,1,0,0,0,0,0,0,7
7207742,"low",1,0,4,0,1,2,0,2,4,1,6
7174924,"low",1,0,1,0,0,1,0,1,0,0,2
7123166,"high",3,0,0,0,0,0,0,0,1,0,4
7127685,"medium",2,0,0,0,0,0,0,0,0,0,2
7153993,"low",1,1,2,0,1,3,0,2,2,1,7
7168506,"low",1,0,2,0,0,2,0,0,2,0,8
7176124,"low",1,0,3,0,0,2,0,2,2,0,5
7228411,"low",1,0,3,0,0,2,1,2,6,1,13
7169079,"low",1,0,5,0,0,0,0,0,2,0,4
7133632,"low",1,1,4,1,0,4,1,1,3,0,14
7189618,"low",1,0,0,0,0,0,0,0,0,0,0
7173166,"medium",2,2,0,1,1,2,1,1,1,3,6
7184565,"low",1,0,1,0,0,2,0,0,1,0,6
7168255,"low",1,0,0,0,0,0,0,0,0,0,0
7130865,"low",1,0,1,0,1,0,0,0,0,0,2
7223820,"medium",2,0,1,0,0,0,0,0,1,0,5
7171814,"low",1,0,1,1,0,1,2,1,1,0,2
7117761,"low",1,0,2,0,0,2,1,0,3,3,12
7210135,"low",1,1,2,0,0,2,0,1,4,2,7
7093652,"low",1,0,1,0,1,2,0,2,1,1,4
7157813,"low",1,1,4,0,0,4,0,0,4,1,12
7095154,"low",1,0,1,0,0,1,1,0,1,0,6
7213098,"low",1,0,0,0,0,0,0,0,1,0,0
7109031,"low",1,1,5,1,0,6,1,4,5,0,14
7090472,"low",1,0,1,0,0,0,0,0,1,0,5
7119442,"low",1,0,0,0,0,0,0,0,0,0,0
7160016,"high",3,1,3,0,1,2,0,1,1,0,4
7190268,"low",1,0,2,0,1,1,0,1,3,1,5
7158142,"medium",2,1,4,0,0,4,1,2,5,2,10
7140842,"low",1,0,3,1,1,2,0,2,4,1,9
7093379,"medium",2,0,3,0,0,4,0,1,5,1,13
7193216,"medium",2,1,2,0,0,2,0,2,4,1,7
7209390,"low",1,0,2,0,0,4,0,1,1,0,9
7117882,"low",1,0,3,0,0,4,0,0,6,2,12
7123311,"low",1,0,1,0,0,0,0,0,1,0,5
7171253,"high",3,0,3,0,0,3,1,2,3,1,7
7202787,"low",1,1,1,0,0,0,0,0,1,0,5
7092628,"low",1,1,0,0,0,1,0,0,0,1,2
7189908,"low",1,0,5,0,1,4,0,0,10,2,18
7147908,"high",3,0,1,0,0,2,0,1,2,2,5
7229262,"low",1,1,5,0,1,8,0,0,6,1,14
7203610,"low",1,0,8,0,2,9,1,1,12,1,25
7231322,"low",1,0,0,1,0,0,0,0,0,0,1
7124053,"medium",2,0,0,0,0,1,0,0,1,1,3
7218808,"low",1,0,2,1,0,2,0,1,5,0,10
7091882,"medium",2,2,3,1,0,5,0,1,3,4,10
7141247,"low",1,1,7,1,0,10,1,1,8,2,24
7192408,"low",1,0,3,0,0,7,1,1,6,1,12
7118778,"low",1,0,0,0,0,0,0,0,0,0,2
7208522,"medium",2,1,4,2,0,5,1,3,5,1,14
7183675,"medium",2,0,2,0,0,1,0,0,1,0,1
7150590,"low",1,0,2,0,0,1,0,1,1,0,2
7220648,"medium",2,0,3,0,0,1,0,0,2,1,5
7207852,"low",1,0,1,0,0,0,0,0,1,0,4
7103291,"low",1,0,4,0,0,4,0,2,4,0,10
7155687,"low",1,0,1,0,0,4,0,1,2,0,4
7226242,"medium",2,0,0,0,0,0,0,0,0,0,0
7191412,"low",1,1,0,0,0,0,0,0,0,1,2
7171222,"high",3,1,1,0,1,0,0,0,0,1,3
7160494,"medium",2,2,6,1,0,6,2,2,6,3,13
7091597,"medium",2,0,1,0,0,1,1,1,1,1,6
7228278,"low",1,0,0,0,0,0,0,0,1,0,4
7222593,"high",3,1,2,0,0,2,0,2,2,0,6
7153576,"low",1,0,2,0,0,3,0,2,4,0,6
7094527,"low",1,1,0,0,0,1,0,0,1,0,3
7186063,"low",1,2,3,0,1,4,1,1,5,3,9
7119056,"low",1,1,2,0,1,0,1,0,4,1,8
7103232,"medium",2,0,2,0,0,3,0,2,4,0,7
7217891,"low",1,0,5,0,0,4,0,4,3,0,11
7223038,"low",1,0,0,0,0,0,0,0,0,0,3
7125981,"medium",2,1,4,1,0,4,1,2,2,1,7
7230969,"medium",2,2,2,0,1,3,1,1,3,2,11
7179896,"low",1,0,1,0,0,1,0,0,2,1,6
7209040,"low",1,3,11,2,4,11,2,7,10,6,30
7163036,"low",1,0,1,0,0,0,0,0,1,0,4
7097805,"high",3,2,5,0,2,4,1,2,0,2,11
7091210,"medium",2,0,1,0,0,2,0,0,2,1,10
7218427,"low",1,2,2,1,1,4,2,1,1,2,13
7219966,"low",1,0,1,0,0,1,1,1,1,1,3
7227690,"medium",2,0,0,0,0,0,0,0,0,0,5
7178183,"low",1,2,3,2,2,2,3,1,1,4,9
7224323,"low",1,1,2,0,1,1,1,1,2,1,3
7206507,"low",1,1,3,0,1,5,2,2,3,1,9
7091457,"low",1,2,3,0,1,4,0,1,3,1,11
7156819,"low",1,1,8,0,0,10,1,3,10,2,20
7115190,"low",1,0,3,0,1,3,0,3,4,1,8
7115996,"low",1,0,2,0,0,0,1,0,2,0,5
7135431,"low",1,2,1,0,1,1,0,0,1,3,6
7127465,"low",1,1,3,0,1,3,1,1,4,3,6
7167943,"low",1,0,2,0,1,5,0,0,3,2,15
7215833,"low",1,0,0,1,0,0,0,0,0,0,3
7112579,"low",1,1,2,0,2,3,1,2,5,2,10
7219876,"low",1,0,2,0,0,1,0,1,1,0,5
7113775,"high",3,0,0,0,0,1,0,1,1,0,3
7168598,"low",1,0,5,0,0,5,0,3,5,0,9
7227143,"low",1,1,5,0,1,5,0,2,5,3,11
7117948,"medium",2,0,2,0,1,3,0,1,1,0,10
7128240,"low",1,0,0,0,0,0,0,0,0,0,0
7168167,"low",1,0,2,0,0,2,0,0,2,0,8
7153691,"low",1,0,0,0,0,1,0,0,0,0,5
7218816,"low",1,2,5,1,1,3,0,1,2,2,8
7104623,"low",1,3,4,3,2,5,2,2,3,5,12
7196150,"low",1,1,3,0,0,4,2,2,4,3,6
7194113,"medium",2,0,0,2,0,1,1,0,0,0,8
7124238,"low",1,0,4,0,0,4,0,1,3,0,12
7132221,"low",1,0,2,0,0,4,0,1,3,0,10
7228943,"low",1,0,3,1,1,1,0,1,3,1,5
7188163,"low",1,0,2,0,2,3,1,2,3,1,10
7191720,"low",1,1,7,0,2,6,3,4,5,6,20
7191050,"low",1,0,1,0,0,1,0,0,1,0,3
7145595,"low",1,2,1,1,1,1,1,2,2,3,5
7190723,"medium",2,1,3,0,0,2,0,2,2,0,7
7090135,"low",1,1,1,1,1,3,2,1,5,2,10
7200755,"medium",2,2,3,0,1,3,0,3,2,2,5
7173041,"medium",2,1,2,0,0,3,0,0,3,1,8
7129597,"low",1,0,0,0,0,0,0,0,0,0,6
7159260,"low",1,1,1,0,0,1,0,0,1,1,7
7156270,"high",3,0,1,0,0,1,1,1,1,0,2
7207369,"low",1,1,1,1,0,0,0,0,0,2,7
7094793,"low",1,2,1,1,0,1,1,1,1,3,8
7226301,"low",1,1,2,0,0,1,0,1,2,1,6
7094408,"medium",2,0,1,0,0,2,0,1,1,0,2
7189099,"low",1,1,0,0,0,0,0,0,0,1,8
7168692,"low",1,0,5,0,0,5,0,3,5,0,9
7232054,"low",1,1,4,0,0,8,0,2,5,2,15
7099347,"low",1,2,5,0,1,6,3,3,5,3,14
7219926,"low",1,0,4,0,1,1,0,0,1,2,9
7122052,"low",1,0,1,0,0,2,0,1,1,0,2
7192827,"low",1,1,3,1,1,3,0,1,5,2,12
7108426,"medium",2,0,2,1,0,4,1,2,4,1,10
7182316,"low",1,0,4,0,0,3,0,0,4,2,11
7218791,"low",1,1,0,0,0,1,0,0,0,1,4
7092263,"low",1,2,4,0,0,2,1,1,2,1,6
7164400,"low",1,0,0,0,0,0,0,0,0,0,2
7195558,"low",1,0,0,0,0,0,0,0,0,0,4
7121490,"medium",2,0,0,1,0,0,0,0,1,0,3
7134511,"low",1,0,1,0,1,1,0,1,0,1,8
7104172,"low",1,0,0,0,0,0,0,0,0,0,0
7209545,"low",1,2,6,0,2,7,1,2,6,4,25
7171569,"low",1,1,5,1,1,3,1,0,2,3,5
7105236,"low",1,0,4,0,0,3,0,2,4,1,9
7207239,"low",1,1,4,2,0,5,1,3,5,1,14
7181684,"high",3,1,1,0,0,1,1,0,0,1,4
7126476,"medium",2,2,3,1,1,4,1,1,2,3,10
7213913,"low",1,0,1,0,0,0,0,0,1,0,3
7135296,"low",1,1,8,0,0,6,1,2,5,2,18
7119372,"low",1,1,2,0,0,2,0,1,2,0,4
7200837,"low",1,1,2,1,2,3,0,1,6,3,12
7178616,"medium",2,1,2,1,0,4,0,2,3,0,7
7201799,"medium",2,0,1,0,0,2,0,1,1,0,2
7191795,"low",1,0,1,0,0,1,0,0,1,0,3
7231361,"low",1,0,0,0,0,0,0,0,0,0,0
7216746,"low",1,0,2,0,0,3,1,1,1,0,5
7155220,"medium",2,0,0,0,0,0,1,0,0,1,4
7166652,"low",1,0,0,1,0,0,0,0,1,0,2
7131116,"low",1,0,2,1,0,1,0,2,4,0,7
7134822,"medium",2,0,0,0,0,0,0,0,1,0,1
7228701,"low",1,0,4,0,1,5,1,1,5,3,12
7223840,"low",1,0,0,0,0,0,0,0,0,0,1
7140942,"low",1,1,1,0,0,2,0,1,2,1,3
7153617,"low",1,0,3,1,2,5,2,2,5,4,15
7206435,"low",1,0,0,0,1,0,1,0,1,0,1
7140528,"medium",2,0,3,1,1,1,1,2,2,1,8
7205215,"low",1,1,2,0,0,4,0,2,2,2,8
7182010,"low",1,1,3,0,1,4,0,2,3,2,13
7191756,"medium",2,0,1,0,0,0,0,0,3,0,7
7186562,"low",1,0,0,0,0,1,0,0,0,0,4
7218014,"low",1,0,1,0,0,0,0,0,1,0,3
7541220,"low",1,0,1,0,0,0,0,0,2,1,6
7148954,"low",1,0,0,0,0,0,0,0,0,0,0
7217503,"low",1,0,0,0,0,1,0,0,0,1,2
7186159,"low",1,0,5,1,0,5,1,0,6,3,19
7222259,"low",1,1,3,1,0,2,0,3,3,1,9
7151717,"low",1,0,0,0,0,0,0,0,0,0,0
7166104,"low",1,1,2,1,0,2,1,2,2,1,5
7146916,"medium",2,0,2,1,0,1,0,1,2,1,3
7192259,"low",1,1,0,0,0,1,0,0,1,2,5
7106849,"low",1,0,0,0,0,0,0,0,0,0,0
7190321,"low",1,0,1,0,1,2,0,0,1,1,7
7129255,"low",1,2,2,0,1,2,0,1,4,3,8
7152390,"low",1,0,0,0,0,0,0,0,0,0,0
7183461,"low",1,0,3,0,0,6,0,1,7,2,15
7159513,"high",3,0,3,0,0,3,1,2,3,1,7
7155289,"high",3,1,5,1,0,6,1,1,4,3,13
7140504,"low",1,0,4,0,0,6,0,2,5,0,14
7093809,"low",1,2,2,0,0,3,0,1,2,3,8
7109126,"medium",2,0,1,0,0,0,0,0,1,0,2
7211151,"low",1,0,2,0,1,3,1,1,6,3,11
7232004,"low",1,1,1,0,0,3,0,1,4,1,7
7133001,"high",3,0,1,0,0,2,1,1,2,0,5
7117084,"low",1,1,4,0,0,3,0,1,3,2,8
7104884,"low",1,0,3,0,0,2,0,1,1,0,7
7113518,"high",3,1,1,0,0,1,0,1,0,1,4
7223789,"low",1,2,4,0,0,4,0,1,4,2,12
7113158,"low",1,1,2,0,0,4,0,1,2,1,10
7113259,"medium",2,1,1,0,0,1,0,1,0,1,5
7107703,"low",1,1,2,0,2,3,1,2,5,1,10
7095607,"low",1,0,1,0,0,0,0,0,0,1,1
7148994,"low",1,3,7,2,2,6,3,4,6,4,21
7225912,"medium",2,0,3,0,0,4,1,1,4,1,12
7210662,"low",1,1,4,0,0,2,1,0,5,2,12
7091990,"low",1,0,1,0,0,4,1,1,1,0,11
7190480,"low",1,0,0,0,0,0,0,0,0,0,0
7120407,"medium",2,0,0,0,0,0,0,0,0,0,0
7187904,"medium",2,0,1,0,0,0,0,0,0,0,1
7108427,"low",1,0,3,0,1,1,1,0,2,1,3
7164697,"low",1,0,0,0,0,0,0,0,0,0,0
7132025,"low",1,1,3,0,0,4,1,1,3,3,10
7132612,"medium",2,0,2,0,1,2,0,1,0,2,5
7192014,"low",1,1,3,0,0,2,0,2,1,0,6
7151065,"high",3,0,0,0,0,0,0,0,0,0,0
7157636,"low",1,1,3,0,0,2,0,1,3,0,6
7109208,"low",1,0,4,0,0,4,0,1,4,0,9
7134318,"low",1,0,2,0,0,2,0,0,2,0,5
7166440,"low",1,0,0,0,0,0,0,0,0,0,0
7117242,"low",1,0,0,0,1,0,0,0,0,1,1
7172288,"medium",2,1,0,1,0,2,1,0,0,1,8
7091092,"low",1,0,0,0,0,0,0,0,0,0,0
7142712,"medium",2,0,4,0,1,2,0,1,1,1,6
7116456,"medium",2,1,0,0,0,1,0,0,0,0,2
7139620,"low",1,0,3,0,0,2,0,1,2,0,7
7125522,"medium",2,0,1,0,0,1,0,1,1,0,5
7209561,"low",1,0,3,1,0,4,1,3,3,1,12
7154217,"medium",2,1,1,0,0,2,0,1,3,2,7
7165712,"medium",2,2,4,1,2,3,2,3,2,2,6
7189295,"low",1,0,3,0,1,3,0,2,2,0,6
7124060,"low",1,2,4,0,1,4,1,1,3,4,12
7128130,"low",1,0,1,0,0,1,0,0,1,1,8
7201465,"low",1,2,4,0,0,4,2,2,4,2,12
7108483,"low",1,1,2,0,1,4,0,2,3,2,7
7207926,"low",1,0,0,0,0,0,0,0,0,0,0
7155932,"high",3,1,1,2,0,2,2,1,3,1,5
7208516,"low",1,0,4,1,1,3,0,3,5,1,8
7104554,"medium",2,1,5,1,1,6,1,2,7,1,15
7133528,"low",1,1,1,0,0,1,0,1,0,0,5
7117170,"low",1,0,0,0,0,0,0,0,0,0,2
7186585,"low",1,1,1,0,0,0,0,0,1,2,5
7130040,"low",1,1,1,0,0,1,1,1,3,1,4
7133454,"low",1,0,1,0,0,0,0,0,0,0,2
7137354,"medium",2,2,3,0,0,4,1,1,4,2,7
7179938,"low",1,0,0,0,0,0,0,0,1,0,1
7216977,"medium",2,0,1,0,0,1,1,1,1,0,1
7208477,"low",1,0,1,0,0,0,0,0,1,0,3
7177069,"medium",2,2,2,0,1,1,1,0,2,2,13
7127470,"high",3,0,4,0,1,5,0,0,10,2,18
7140018,"medium",2,0,0,0,0,1,0,0,1,0,3
7152476,"low",1,0,1,0,0,0,0,1,1,0,4
7201630,"medium",2,0,0,0,0,0,0,0,0,0,1
7110590,"medium",2,2,1,0,0,2,0,1,2,1,3
7164223,"low",1,0,1,0,0,0,0,0,1,0,3
7186674,"low",1,0,0,0,0,1,0,0,0,0,4
7131351,"low",1,0,1,0,0,0,0,0,1,0,8
7231742,"low",1,0,1,1,0,2,0,0,1,1,5
7177138,"low",1,3,3,1,1,2,1,2,3,2,5
7118807,"medium",2,0,2,0,0,0,1,0,2,0,4
7139313,"low",1,0,0,0,0,0,0,0,0,0,1
7139738,"medium",2,0,2,0,0,4,0,1,2,2,7
7209426,"medium",2,0,1,0,0,1,0,1,1,0,1
7185242,"low",1,0,1,0,0,0,0,0,1,0,5
7159283,"low",1,1,6,0,0,4,0,2,5,3,11
7144510,"low",1,4,4,3,5,3,5,3,6,10,12
7170141,"medium",2,0,0,0,0,0,0,0,0,0,2
7123599,"low",1,0,1,0,1,1,0,1,2,2,8
7200030,"low",1,0,0,0,0,0,0,0,0,0,0
7215141,"low",1,0,0,0,0,0,0,0,0,0,0
7196357,"medium",2,0,4,0,1,6,2,3,8,3,19
7127105,"low",1,0,1,0,0,3,0,1,2,0,8
7168772,"low",1,0,1,0,0,0,0,0,0,0,3
7220910,"low",1,2,3,0,1,7,0,2,5,2,16
7199921,"low",1,0,0,0,0,0,0,0,0,0,0
7126925,"medium",2,1,0,0,0,0,0,0,0,1,5
7121595,"high",3,0,0,1,1,0,1,0,0,1,3
7150066,"low",1,0,0,0,0,0,0,0,0,0,0
7104814,"low",1,1,4,0,0,5,1,1,3,2,14
7162524,"high",3,2,7,0,2,4,2,2,5,4,10
7142956,"low",1,1,2,0,0,2,1,2,1,2,4
7148333,"low",1,0,0,0,0,0,0,0,0,0,0
7160612,"low",1,1,1,0,0,2,0,1,1,0,5
7148986,"low",1,0,0,0,0,0,0,0,0,0,0
7146609,"low",1,0,0,0,0,0,0,0,0,0,0
7102767,"low",1,0,1,0,0,1,1,1,2,0,8
7113756,"medium",2,1,3,0,0,3,1,1,2,2,10
7164745,"low",1,2,3,0,2,5,1,1,5,2,13
7192678,"high",3,0,2,0,1,3,0,1,1,3,11
7122509,"low",1,1,7,1,1,7,1,2,8,2,18
7199222,"low",1,1,3,0,1,3,0,1,2,1,8
7223139,"low",1,1,1,0,0,2,0,0,1,1,8
7189064,"low",1,2,3,2,0,5,1,3,4,2,14
7091747,"low",1,2,4,0,1,4,0,2,5,3,10
7185636,"low",1,0,0,0,0,0,0,0,0,0,1
7129138,"medium",2,0,1,0,0,1,0,0,2,0,4
7146398,"low",1,0,4,0,0,4,0,2,4,0,11
7228844,"low",1,0,5,0,0,4,0,3,4,0,9
7156587,"low",1,1,1,0,1,1,2,1,1,1,4
7218364,"low",1,0,2,0,0,3,0,1,2,2,7
7233605,"high",3,0,0,0,1,0,0,0,0,1,4
7132222,"medium",2,0,1,1,0,1,1,0,1,2,8
7189193,"low",1,0,1,0,0,0,0,0,1,0,5
7126738,"low",1,0,2,0,0,3,0,0,5,1,12
7195258,"medium",2,0,4,0,0,5,1,2,4,0,13
7175748,"low",1,0,1,0,0,1,0,0,1,0,3
7119854,"low",1,0,2,1,1,2,2,2,2,2,4
7228772,"medium",2,1,3,1,0,4,1,1,5,2,6
7187513,"low",1,0,0,0,0,0,0,0,0,0,0
7139131,"medium",2,0,3,0,0,2,0,1,2,0,7
7122707,"low",1,0,0,0,0,1,0,0,0,0,5
7121072,"medium",2,0,2,0,0,4,1,1,2,0,10
7448983,"low",1,0,1,0,0,2,1,1,1,0,2
7215635,"low",1,0,6,1,1,6,0,3,4,2,16
7228183,"low",1,1,0,0,1,1,1,0,0,1,3
7090611,"low",1,1,3,0,1,6,1,2,5,2,12
7090806,"medium",2,0,0,0,0,1,0,0,3,0,10
7166831,"low",1,0,1,0,0,1,1,1,1,0,4
7230079,"low",1,0,0,0,0,0,0,0,0,0,3
7132421,"medium",2,0,1,0,0,2,0,1,1,0,5
7195432,"low",1,1,3,0,0,2,0,2,4,1,8
7092985,"low",1,1,4,0,0,6,1,3,3,1,11
7152207,"low",1,0,0,0,0,0,0,0,0,0,0
7100776,"low",1,0,0,1,0,1,0,0,0,0,2
7172095,"low",1,1,4,1,1,4,1,1,4,2,11
7227421,"low",1,1,1,0,0,3,0,1,1,1,8
7089713,"low",1,0,4,0,1,3,2,2,4,2,8
7206866,"low",1,0,1,0,1,1,0,0,3,1,14
7136370,"low",1,0,0,0,0,0,0,0,0,0,0
7192313,"medium",2,0,3,0,0,1,0,1,1,0,1
