"listing_id","bedrooms","bathrooms","price","created_month","created_hour","weekend","interest_level","interest_level_num","time_ofday","clean_wordcount","numPh","numFeat","distance_city"
7157127,3,1,3400,"06","11",FALSE,"low",1,"06-12",73,5,7,0.0642209989908245
7175407,0,1,2495,"06","02",FALSE,"low",1,"00-06",13,4,2,0.0332645855434892
7203560,1,1.5,4940,"06","02",FALSE,"low",1,"00-06",108,2,10,0.045328008685358
7221220,3,2,4295,"06","02",FALSE,"low",1,"00-06",141,5,12,0.0917594360890471
7115498,2,2,3685,"06","02",FALSE,"low",1,"00-06",31,5,8,0.0892222400042729
7090641,3,1,5334,"06","04",FALSE,"low",1,"00-06",0,8,2,0.035304378643161
7233956,1,1,3099,"06","15",FALSE,"high",3,"12-18",15,0,9,0.038270071745174
7180949,2,2,9000,"06","03",TRUE,"low",1,"00-06",113,20,8,0.0683215419277067
7188796,2,2,4400,"06","02",FALSE,"low",1,"00-06",74,5,11,0.0487786142830993
7155699,3,2,2400,"06","14",FALSE,"medium",2,"12-18",29,9,3,0.101299086133004
7156314,1,1,2100,"06","01",FALSE,"low",1,"00-06",5,0,1,0.0637510741194255
7091115,0,1,2850,"06","05",FALSE,"low",1,"00-06",59,5,6,0.0664309290269223
7221474,2,1,4500,"06","03",FALSE,"low",1,"00-06",117,5,9,0.0542707944605595
7138755,2,1,2167,"06","01",TRUE,"low",1,"00-06",113,4,4,0.12188284231745
7126020,4,2,5300,"06","05",FALSE,"low",1,"00-06",100,7,10,0.0184955484206369
7232598,2,1,2950,"06","06",FALSE,"medium",2,"00-06",25,7,0,0.0221125550622332
7189826,1,0,3250,"06","03",FALSE,"low",1,"00-06",0,0,4,0.00528386140809891
7206623,1,1,2900,"06","02",FALSE,"medium",2,"00-06",74,4,8,0.0901256939578259
7099479,4,4,11000,"06","06",FALSE,"low",1,"00-06",146,10,12,0.0796151866880903
7142328,1,1,3599,"06","05",TRUE,"low",1,"00-06",55,7,4,0.0182302789715334
7185101,1,1,3795,"06","18",FALSE,"low",1,"12-18",41,6,5,0.0227167394530984
7151335,2,2,6825,"06","12",TRUE,"low",1,"06-12",221,4,6,0.0230625785934693
7124022,2,1,3693,"06","02",FALSE,"low",1,"00-06",82,10,1,0.0511047223980382
7229232,2,2,6000,"06","02",FALSE,"low",1,"00-06",80,10,15,0.0520848708492173
7132634,1,1,2500,"06","08",FALSE,"medium",2,"06-12",64,5,4,0.0195451874224813
7094886,2,1,3100,"06","01",FALSE,"low",1,"00-06",47,4,2,0.103157587851693
7225334,2,2,2400,"06","03",FALSE,"medium",2,"00-06",42,8,1,0.108868317941355
7230570,0,1,2425,"06","04",FALSE,"high",3,"00-06",121,7,12,0.0601694558009244
7146510,2,1,2500,"06","04",TRUE,"low",1,"00-06",55,7,1,0.0744175024532617
7127816,1,1,2350,"06","01",FALSE,"low",1,"00-06",83,5,3,0.0878354292491338
7129169,2,1,5950,"06","02",FALSE,"low",1,"00-06",83,6,5,0.00449124385666188
7196285,2,1,2900,"06","19",FALSE,"high",3,"18-23",11,7,0,0.0462602878436823
7101101,1,1,1325,"06","01",FALSE,"low",1,"00-06",27,5,1,0.214929859608621
7226964,2,1,1900,"06","06",FALSE,"low",1,"00-06",14,4,3,0.100151778872776
7210356,2,1,3290,"06","07",FALSE,"low",1,"06-12",53,6,7,0.0101558894923059
7122480,1,1,2200,"06","01",FALSE,"low",1,"00-06",111,12,0,0.0856634890217604
7169813,1,1,3350,"06","05",FALSE,"low",1,"00-06",72,5,9,0.0730087833851517
7207851,2,1,2990,"06","03",FALSE,"medium",2,"00-06",34,4,1,0.0291985611183133
7188051,1,1,3490,"06","02",FALSE,"low",1,"00-06",65,8,8,0.00546839385743463
7213496,1,1,2925,"06","01",TRUE,"low",1,"00-06",65,4,4,0.0269894244358773
7152647,2,1,1850,"06","13",TRUE,"medium",2,"12-18",0,11,0,0.101367317866167
7123916,2,1,2700,"06","02",FALSE,"medium",2,"00-06",61,6,1,0.0915565672760872
7173179,3,2,4500,"06","08",FALSE,"low",1,"06-12",92,8,7,0.00439033613520037
7181966,1,1,1395,"06","17",FALSE,"high",3,"12-18",44,5,1,0.0930841713256366
7140893,1,1,1595,"06","04",TRUE,"medium",2,"00-06",16,6,0,0.0843459813588043
7176969,4,2,7295,"06","05",FALSE,"low",1,"00-06",79,4,8,0.0286078487723236
7205767,2,1,2300,"06","06",FALSE,"medium",2,"00-06",38,12,1,0.124673364883518
7119254,3,1,3250,"06","03",FALSE,"low",1,"00-06",170,8,9,0.117345955326033
7213947,0,1,2700,"06","02",TRUE,"low",1,"00-06",74,4,1,0.0513001679469024
7164998,1,1,1525,"06","06",FALSE,"low",1,"00-06",85,3,1,0.180596600220994
7098304,2,1,2800,"06","04",FALSE,"high",3,"00-06",61,5,0,0.0290040606015801
7187009,0,1,2495,"06","01",FALSE,"low",1,"00-06",25,3,1,0.0236975596081083
7216292,4,1,2750,"06","05",TRUE,"high",3,"00-06",41,1,1,0.0777283187222027
7224730,3,1,1950,"06","03",FALSE,"low",1,"00-06",114,7,9,0.185877875206762
7207792,3,1,2300,"06","03",FALSE,"medium",2,"00-06",81,5,6,0.136892488513359
7134844,2,1,2645,"06","02",FALSE,"low",1,"00-06",92,10,3,0.117345955326033
7102876,1,1,2850,"06","03",FALSE,"low",1,"00-06",104,9,5,0.0501293272584081
7162560,0,0,2495,"06","03",FALSE,"low",1,"00-06",137,6,8,0.0088100426434864
7225066,1,1,2650,"06","03",FALSE,"low",1,"00-06",23,3,5,0.055530005504955
7145218,0,1,4200,"06","02",TRUE,"low",1,"00-06",93,0,7,0.0094074274581313
7112652,4,3,6250,"06","02",TRUE,"low",1,"00-06",43,14,9,0.0907414362426552
7224032,3,3,4938,"06","02",FALSE,"medium",2,"00-06",157,5,8,0.0676507437607353
7129599,1,1,2850,"06","02",FALSE,"low",1,"00-06",40,12,8,0.072902531858508
7087825,2,1,2300,"06","01",FALSE,"low",1,"00-06",39,5,3,0.100027898265334
7181294,2,1,2700,"06","18",TRUE,"low",1,"12-18",76,8,4,0.0942982120264314
7112544,1,1,3150,"06","02",TRUE,"high",3,"00-06",59,6,9,0.0891452174341343
7161533,0,1,1450,"06","02",FALSE,"medium",2,"00-06",55,8,1,0.146737924720853
7106652,1,1,3995,"06","01",TRUE,"low",1,"00-06",34,7,5,0.00736927346350933
7186450,1,1,2300,"06","01",FALSE,"low",1,"00-06",28,3,3,0.084582088123787
7198483,2,1,2490,"06","03",FALSE,"medium",2,"00-06",47,4,3,0.0227581508778761
7163316,0,1,2350,"06","03",FALSE,"low",1,"00-06",60,4,3,0.026687660282988
7204000,1,1,3495,"06","02",FALSE,"medium",2,"00-06",20,8,4,0.0571006855596283
7137352,1,1,3495,"06","05",FALSE,"medium",2,"00-06",54,3,14,0.00580036303863925
7165719,2,1,2300,"06","18",FALSE,"high",3,"12-18",7,5,0,0.0884641687429448
7154651,8,3,9995,"06","02",FALSE,"low",1,"00-06",202,20,3,0.0466779096723567
7090330,2,1,3200,"06","04",FALSE,"high",3,"00-06",44,5,3,0.0251661334213298
7157874,1,1,3200,"06","12",FALSE,"medium",2,"06-12",48,5,3,0.0605374204222536
7223300,0,1,2450,"06","02",FALSE,"low",1,"00-06",92,6,8,0.0465958932887851
7096052,0,1,3625,"06","02",FALSE,"low",1,"00-06",46,7,7,0.00747266695229875
7102675,0,1,1400,"06","03",FALSE,"high",3,"00-06",21,5,4,0.135274579693967
7160056,3,1,5995,"06","15",FALSE,"low",1,"12-18",51,6,7,0.0439586331837145
7100674,1,1,3000,"06","01",FALSE,"low",1,"00-06",35,4,3,0.0290612427707461
7184577,2,2,7150,"06","18",FALSE,"low",1,"12-18",100,8,17,0.0017405721415696
7119580,1,1,3400,"06","03",FALSE,"low",1,"00-06",103,6,9,0.0473722096949259
7105696,1,1,2195,"06","06",FALSE,"low",1,"00-06",61,2,1,0.08106383220265
7227406,2,2,2450,"06","11",FALSE,"low",1,"06-12",53,9,9,0.0819649774683135
7143728,4,2,3900,"06","06",TRUE,"low",1,"00-06",0,0,0,0.152552240466601
7123098,1,1,1800,"06","02",FALSE,"high",3,"00-06",58,4,3,0.103886306370867
7164435,2,1,2000,"06","05",FALSE,"medium",2,"00-06",44,10,1,0.0883850765196234
7093702,3,1,3495,"06","06",FALSE,"medium",2,"00-06",55,4,4,0.0846745217369479
7160250,3,3,13500,"06","15",FALSE,"low",1,"12-18",273,9,6,0.028901122666429
7129213,1,1,4362,"06","02",FALSE,"low",1,"00-06",57,5,4,0.0353734953231922
7115378,1,1,3550,"06","02",FALSE,"low",1,"00-06",104,5,8,0.0475877491732902
7142665,2,1,2500,"06","05",TRUE,"medium",2,"00-06",15,1,3,0.123088525425321
7195853,1,1,2695,"06","11",FALSE,"high",3,"06-12",38,6,1,0.0508097208354826
7143908,2,1,2250,"06","12",TRUE,"low",1,"06-12",25,6,3,0.0945347107224709
7091923,4,3,12695,"06","05",FALSE,"low",1,"00-06",74,7,8,0.00985911919898964
7099085,3,1.5,4300,"06","06",FALSE,"low",1,"00-06",47,5,3,0.0379505740586343
7233996,0,1,1850,"06","15",FALSE,"medium",2,"12-18",9,3,0,0.05657205716058
7153396,0,1,2775,"06","19",TRUE,"low",1,"18-23",69,11,14,0.00736143677415899
7126383,3,1,3550,"06","05",FALSE,"medium",2,"00-06",112,5,10,0.00546839385743463
7156919,2,2,8740,"06","02",FALSE,"low",1,"00-06",105,6,10,0.0407070840441801
7095209,1,1,1900,"06","01",FALSE,"low",1,"00-06",55,1,3,0.0533630011466703
7186754,1,1,2325,"06","01",FALSE,"low",1,"00-06",104,5,4,0.0930376745806863
7225162,1,1,2650,"06","03",FALSE,"low",1,"00-06",31,3,4,0.0800150659024895
7199930,1,1,2500,"06","05",FALSE,"medium",2,"00-06",0,6,1,0.041372439514491
7094157,2,1,3400,"06","13",FALSE,"medium",2,"12-18",40,5,4,0.0291139422164
7112658,3,2,5200,"06","02",TRUE,"medium",2,"00-06",60,3,6,0.0258114720885941
7211287,3,3,10000,"06","07",FALSE,"low",1,"06-12",102,11,15,0.0643950425994115
7093918,3,1,6600,"06","06",FALSE,"medium",2,"00-06",0,4,5,0.0269863675099051
7166435,2,1,3795,"06","01",FALSE,"low",1,"00-06",75,5,3,0.084689693536935
7209237,2,2,6500,"06","05",FALSE,"low",1,"00-06",38,3,9,0.0730090062347123
7121488,1,1,2600,"06","06",FALSE,"low",1,"00-06",45,5,6,0.081263768749547
7188994,1,1,3950,"06","03",FALSE,"low",1,"00-06",98,10,18,0.09194595755867
7208532,2,1,1895,"06","04",FALSE,"high",3,"00-06",34,7,2,0.137822054154549
7097150,2,2,2800,"06","03",FALSE,"low",1,"00-06",78,8,2,0.0563633140560456
7205460,1,1,3450,"06","04",FALSE,"low",1,"00-06",0,1,3,0.0170886696784707
7165793,1,1,2200,"06","23",FALSE,"low",1,"18-23",54,9,3,0.0552570671623113
7117872,2,1,3200,"06","02",FALSE,"low",1,"00-06",36,2,3,0.0162663717952068
7113862,3,1,3400,"06","04",TRUE,"medium",2,"00-06",60,5,3,0.089198045445967
7142241,3,2,8000,"06","05",TRUE,"low",1,"00-06",66,9,12,0.0703441139782151
7130809,1,1,3893,"06","04",FALSE,"low",1,"00-06",138,11,9,0.0488266807327674
7112160,3,1,4295,"06","01",TRUE,"low",1,"00-06",61,3,3,0.080968349318607
7103216,2,1,3900,"06","03",FALSE,"low",1,"00-06",75,6,12,0.0485569162054178
7215883,1,1,3645,"06","04",TRUE,"low",1,"00-06",0,0,3,0.0437024794648966
7221189,2,1,3100,"06","02",FALSE,"medium",2,"00-06",65,8,10,0.0555903069912332
7162008,2,1,3300,"06","02",FALSE,"low",1,"00-06",92,7,11,0.0398536993437285
7094994,1,1,1700,"06","01",FALSE,"low",1,"00-06",0,0,2,0.100038903489494
7110473,0,1,1925,"06","05",TRUE,"medium",2,"00-06",12,7,0,0.0807924185266231
7148172,1,1,2975,"06","08",TRUE,"low",1,"06-12",0,0,4,0.0566259176647928
7122868,2,1,5600,"06","01",FALSE,"low",1,"00-06",8,0,4,0.0163879538497067
7197469,1,1,3505,"06","02",FALSE,"low",1,"00-06",58,8,3,0.0375564501967332
7100344,2,1,3000,"06","15",FALSE,"medium",2,"12-18",40,7,3,0.0501445539553436
7195271,0,1,1895,"06","07",FALSE,"low",1,"06-12",37,6,2,0.0814289520464336
7181039,0,1,1675,"06","11",TRUE,"high",3,"06-12",41,2,2,0.0832993937035539
7173627,2,1,2325,"06","08",FALSE,"medium",2,"06-12",96,10,6,0.128970399826395
7212588,1,1,3095,"06","16",FALSE,"low",1,"12-18",29,0,3,0.0379673455930279
7193398,2,2,6500,"06","06",FALSE,"low",1,"00-06",152,5,10,0.0758427431688733
7184332,1,1,3350,"06","18",FALSE,"low",1,"12-18",30,5,6,0.0450686735036648
7177189,1,1,3995,"06","05",FALSE,"low",1,"00-06",35,6,4,0.0435725954170752
7206450,0,1,2400,"06","02",FALSE,"medium",2,"00-06",164,13,16,0.0696835928420715
7103753,4,1.5,6350,"06","04",FALSE,"low",1,"00-06",30,11,3,0.0286078487723236
7117013,1,1,2345,"06","22",FALSE,"low",1,"18-23",38,6,2,0.0267583574118486
7162157,1,1,2400,"06","02",FALSE,"low",1,"00-06",77,3,5,0.0564553288129623
7134415,2,1,3000,"06","02",FALSE,"medium",2,"00-06",97,4,3,0.018280627215171
7178546,1,1,1800,"06","10",FALSE,"medium",2,"06-12",33,3,0,0.0782312995634106
7163562,4,1,5395,"06","04",FALSE,"low",1,"00-06",0,1,3,0.0562678607322164
7094697,1,1,2450,"06","01",FALSE,"low",1,"00-06",91,0,3,0.0270301222967998
7232173,2,1,2850,"06","05",FALSE,"low",1,"00-06",54,5,7,0.00443291229103959
7191171,1,1,3195,"06","04",FALSE,"low",1,"00-06",38,5,6,0.0551693975984849
7145772,2,1,2550,"06","03",TRUE,"low",1,"00-06",47,10,3,0.146230286847082
7110589,0,1,3258,"06","05",TRUE,"low",1,"00-06",28,1,7,0.00471690485170191
7141833,1,1,3095,"06","04",TRUE,"low",1,"00-06",23,5,5,0.0297198003253741
7163577,2,2,5835,"06","04",FALSE,"low",1,"00-06",82,14,3,0.00825563755139949
7176236,3,1,2500,"06","03",FALSE,"medium",2,"00-06",101,6,8,0.127014083515881
7160451,2,2,5450,"06","15",FALSE,"low",1,"12-18",32,6,8,0.0174154159117761
7131477,2,1,3400,"06","05",FALSE,"low",1,"00-06",0,0,3,0.0294985645647427
7173732,0,1,3150,"06","08",FALSE,"low",1,"06-12",65,5,12,0.0808118003226015
7157691,1,1,2675,"06","12",FALSE,"low",1,"06-12",78,8,4,0.0562527147023149
7089552,2,1,2400,"06","03",FALSE,"low",1,"00-06",73,13,11,0.145711534036878
7112499,1,1,2595,"06","02",TRUE,"low",1,"00-06",30,7,2,0.0711730764501528
7111147,2,1,3254,"06","06",TRUE,"low",1,"00-06",62,8,6,0.0511047223980382
7223967,1,1,2995,"06","02",FALSE,"low",1,"00-06",59,5,3,0.0305482207563788
7148071,2,1,1600,"06","08",TRUE,"high",3,"06-12",24,1,0,0.0692222030231667
7187569,3,1,4295,"06","01",FALSE,"low",1,"00-06",49,6,3,0.080968349318607
7128779,4,3,11750,"06","01",FALSE,"low",1,"00-06",24,0,4,0.0569645599595024
7156049,2,1,2600,"06","23",FALSE,"low",1,"18-23",47,0,6,0.163679482072066
7150627,1,1,4495,"06","12",TRUE,"low",1,"06-12",28,13,0,0.044143007729195
7093330,1,1,5410,"06","06",FALSE,"low",1,"00-06",96,7,6,0.0306194802597939
7161697,0,1,2395,"06","02",FALSE,"medium",2,"00-06",57,5,3,0.0595651209297888
7087782,2,1,2900,"06","01",FALSE,"low",1,"00-06",17,2,3,0.109953643283792
7107190,2,1,1795,"06","02",TRUE,"medium",2,"00-06",34,6,0,0.174341269272022
7186644,1,1,2750,"06","01",FALSE,"low",1,"00-06",45,5,4,0.0819512891379958
7196033,1,1,2200,"06","14",FALSE,"high",3,"12-18",39,5,8,0.0857359536681018
7200462,3,1,3700,"06","05",FALSE,"low",1,"00-06",87,4,3,0.0678187293553991
7136266,4,2,7958,"06","04",FALSE,"low",1,"00-06",59,6,12,0.0390327089936103
7121840,1,1,3800,"06","14",FALSE,"medium",2,"12-18",39,7,2,0.0218211216801495
7147963,0,1,3000,"06","08",TRUE,"low",1,"06-12",36,3,4,0.0211527528085549
7091187,1,1,3500,"06","05",FALSE,"medium",2,"00-06",53,3,5,0.0338015826756702
7150086,1,1,2150,"06","11",TRUE,"medium",2,"06-12",58,5,0,0.0273446713525709
7182803,3,2,4200,"06","18",FALSE,"medium",2,"12-18",54,16,14,0.0894757730974111
7189583,0,1,2790,"06","03",FALSE,"low",1,"00-06",97,10,5,0.00825212041720071
7186438,1,1,2995,"06","01",FALSE,"low",1,"00-06",7,0,5,0.0536706138532082
7173014,0,1,2750,"06","08",FALSE,"medium",2,"06-12",40,2,5,0.0196388714385487
7216363,2,1,2500,"06","05",TRUE,"high",3,"00-06",113,5,8,0.00471690485170191
7186285,0,1,2100,"06","20",FALSE,"low",1,"18-23",82,3,3,0.0191044955803561
7127834,3,1,5750,"06","01",FALSE,"low",1,"00-06",24,0,4,0.0569645599595024
7098430,0,1,2650,"06","05",FALSE,"low",1,"00-06",20,3,6,0.045920106613334
7215646,2,2,6322,"06","04",TRUE,"low",1,"00-06",27,25,6,0.045328008685358
7150980,2,1.5,4450,"06","12",TRUE,"low",1,"06-12",42,6,0,0.033853188791895
7139766,3,2,10000,"06","02",TRUE,"low",1,"00-06",85,11,14,0.0503888869829405
7131726,0,1,2000,"06","05",FALSE,"high",3,"00-06",77,3,7,0.0888335633157905
7118857,2,2,3150,"06","03",FALSE,"medium",2,"00-06",42,4,1,0.0162663717952068
7115391,2,1,3595,"06","02",FALSE,"low",1,"00-06",42,6,4,0.0499295232440701
7117765,3,1,3650,"06","02",FALSE,"low",1,"00-06",47,3,3,0.0284857457578354
7098058,1,1,3300,"06","04",FALSE,"low",1,"00-06",61,2,4,0.0449673089185915
7177877,2,1,3495,"06","05",FALSE,"low",1,"00-06",41,7,4,0.0450835179570062
7141121,1,1,3850,"06","04",TRUE,"low",1,"00-06",52,7,5,0.0186149152933921
7143738,2,1,2150,"06","06",TRUE,"high",3,"00-06",40,10,2,0.153060100716617
7219534,2,1,3850,"06","20",TRUE,"low",1,"18-23",43,4,0,0.0547936548459734
7126256,0,1,2219,"06","05",FALSE,"medium",2,"00-06",44,5,6,0.0517598302873918
7129633,0,1,1750,"06","02",FALSE,"high",3,"00-06",31,5,2,0.0636467808406666
7127517,3,1,4895,"06","13",FALSE,"medium",2,"12-18",61,5,0,0.00942510007267899
7095057,3,2,5895,"06","01",FALSE,"low",1,"00-06",42,3,4,0.0907774547527113
7151777,1,1,2500,"06","13",TRUE,"medium",2,"12-18",119,7,0,0.0832827352539508
7210153,2,2,7000,"06","06",FALSE,"low",1,"00-06",86,10,14,0.0631540297319128
7091714,2,2,4750,"06","05",FALSE,"low",1,"00-06",113,7,9,0.00274520151901327
7214815,2,1,3050,"06","03",TRUE,"medium",2,"00-06",147,7,13,0.0595905171263002
7116802,4,1,3600,"06","16",FALSE,"low",1,"12-18",59,6,2,0.068767006561141
7102770,3,2,4900,"06","03",FALSE,"low",1,"00-06",56,6,3,0.0512738776706039
7187922,0,1,1725,"06","02",FALSE,"medium",2,"00-06",47,3,2,0.0871708681348275
7217057,2,1,2650,"06","06",TRUE,"medium",2,"00-06",69,6,2,0.0911659916382254
7202888,1,1,1525,"06","01",FALSE,"low",1,"00-06",38,3,3,0.0873032431893604
7088271,4,1,3100,"06","02",FALSE,"low",1,"00-06",60,4,1,0.124716288797331
7139174,3,1,2890,"06","02",TRUE,"low",1,"00-06",63,1,5,0.067846614000855
7106863,2,1,4995,"06","01",TRUE,"low",1,"00-06",0,0,7,0.0790409285837385
7129630,3,2,5095,"06","02",FALSE,"medium",2,"00-06",37,5,6,0.0269236099247493
7218776,1,1,2699,"06","03",TRUE,"low",1,"00-06",60,6,0,0.0880371649440113
7173427,0,1,2700,"06","08",FALSE,"low",1,"06-12",22,2,7,0.0450686735036648
7108382,2,1,3300,"06","03",TRUE,"low",1,"00-06",75,8,10,0.0625300814918676
7228424,0,1,2325,"06","01",FALSE,"low",1,"00-06",60,5,2,0.0929158059287008
7092864,2,1,2900,"06","05",FALSE,"low",1,"00-06",94,4,7,0.00825212041720071
7195943,1,1,2960,"06","12",FALSE,"low",1,"06-12",33,11,7,0.00653940298345715
7105075,2,1,3400,"06","05",FALSE,"low",1,"00-06",60,4,2,0.0354358853618722
7229511,2,2,3350,"06","02",FALSE,"low",1,"00-06",15,6,1,0.0815365941855531
7145224,2,1,3300,"06","02",TRUE,"low",1,"00-06",56,5,9,0.041475254687341
7221431,0,1,1425,"06","03",FALSE,"medium",2,"00-06",8,4,1,0.1447634391391
7233995,3,1,2495,"06","15",FALSE,"medium",2,"12-18",36,6,0,0.0974362678440651
7218734,3,1,3995,"06","03",TRUE,"medium",2,"00-06",40,7,7,0.0912285936062797
7175291,1,1,3100,"06","02",FALSE,"low",1,"00-06",76,5,5,0.0897444173828125
7183117,0,1,3125,"06","18",FALSE,"low",1,"12-18",150,16,12,0.0408233177409667
7127305,3,1,4025,"06","06",FALSE,"low",1,"00-06",113,7,8,0.0101558894923059
7124086,2,1,2625,"06","03",FALSE,"high",3,"00-06",2,4,2,0.0653549744960569
7201946,1,1,4150,"06","14",FALSE,"medium",2,"12-18",116,12,9,0.00790285463487368
7130970,2,1,2698,"06","04",FALSE,"low",1,"00-06",47,6,0,0.0897850161852148
7105768,2,1,2350,"06","11",FALSE,"medium",2,"06-12",27,2,3,0.0808398769876584
7154108,0,1,2295,"06","02",FALSE,"low",1,"00-06",39,6,1,0.0270637756305431
7158565,1,1,2395,"06","15",FALSE,"low",1,"12-18",33,8,0,0.0555047299910533
7169997,4,2,6295,"06","05",FALSE,"medium",2,"00-06",85,7,8,0.00740700421088009
7230696,2,1,1900,"06","04",FALSE,"high",3,"00-06",53,5,2,0.0456445763632449
7228995,2,2.5,6200,"06","02",FALSE,"low",1,"00-06",56,3,7,0.0800150659024895
7199550,0,1,2295,"06","04",FALSE,"low",1,"00-06",47,4,2,0.024982988439736
7133522,1,1,2425,"06","01",FALSE,"low",1,"00-06",76,4,1,0.125495860295785
7148353,3,1,4150,"06","09",TRUE,"low",1,"06-12",0,15,2,0.0881238667523158
7098306,1,1,3050,"06","04",FALSE,"low",1,"00-06",94,11,5,0.0635317974826731
7231897,0,1,2350,"06","05",FALSE,"low",1,"00-06",67,4,4,0.0519863781329264
7131060,1,1,2600,"06","04",FALSE,"medium",2,"00-06",16,2,7,0.0423399356563075
7225413,1,1,4186,"06","03",FALSE,"low",1,"00-06",79,7,2,0.00447561519569876
7227076,0,1,2395,"06","06",FALSE,"medium",2,"00-06",79,5,3,0.0204540003759595
7166929,2,1,2340,"06","02",FALSE,"low",1,"00-06",10,8,0,0.146954914961635
7221650,1,1,2995,"06","03",FALSE,"low",1,"00-06",13,4,8,0.00747266695229875
7103696,2,2,6240,"06","04",FALSE,"low",1,"00-06",169,5,5,0.0908303904614496
7541215,0,1,2770,"06","17",FALSE,"low",1,"12-18",44,7,7,0.00593292940965778
7099587,0,1,2665,"06","06",FALSE,"low",1,"00-06",181,4,6,0.0101109777657764
7144905,1,1,1695,"06","01",TRUE,"high",3,"00-06",38,9,0,4.44002252302668e-05
7143735,3,1,3295,"06","06",TRUE,"low",1,"00-06",0,0,0,0.139481436009884
7091644,2,1,2900,"06","05",FALSE,"low",1,"00-06",70,6,1,0.0783591267905709
7154754,1,1,2400,"06","02",FALSE,"low",1,"00-06",48,3,3,0.0527741505983719
7145270,0,1,2730,"06","02",TRUE,"medium",2,"00-06",78,6,10,0.0117527295289205
7151218,4,3,10225,"06","12",TRUE,"low",1,"06-12",0,0,2,0.0824855900832404
7124632,3,2,5995,"06","03",FALSE,"low",1,"00-06",97,3,13,0.0103832977121834
7106869,1,1,3990,"06","01",TRUE,"low",1,"00-06",0,0,9,0.0738575128973313
7139407,1,1,3795,"06","02",TRUE,"low",1,"00-06",68,8,5,0.0210078107231536
7475973,2,1,2500,"06","10",FALSE,"low",1,"06-12",44,8,3,0.0414993907350462
7163035,0,1,2600,"06","03",FALSE,"medium",2,"00-06",15,6,6,0.0709975260933758
7225371,0,1,2100,"06","03",FALSE,"low",1,"00-06",43,4,7,0.0450181160354316
7220165,1,1,1850,"06","01",FALSE,"low",1,"00-06",26,2,1,0.0961472102111118
7154537,3,1,3795,"06","02",FALSE,"high",3,"00-06",84,5,9,0.0997190801771639
7099470,3,1,4995,"06","06",FALSE,"medium",2,"00-06",82,6,7,0.00900228922996675
7162341,0,1,2400,"06","02",FALSE,"low",1,"00-06",79,4,8,0.090807645775998
7139221,3,2,3699,"06","02",TRUE,"high",3,"00-06",111,10,8,0.0528910290255358
7113290,1,1,3509,"06","03",TRUE,"low",1,"00-06",0,22,2,0.0371252287720958
7110677,2,1,4400,"06","05",TRUE,"medium",2,"00-06",27,9,9,0.0820468964152806
7219280,0,1,2800,"06","04",TRUE,"low",1,"00-06",57,5,6,0.0612274086613191
7093336,3,2,5400,"06","06",FALSE,"high",3,"00-06",70,8,6,0.0295789011185365
7160067,4,2,5800,"06","15",FALSE,"medium",2,"12-18",84,6,7,0.0265479538077776
7175757,2,1,3995,"06","02",FALSE,"low",1,"00-06",64,4,2,0.0292240834138583
7160361,1,1,2650,"06","15",FALSE,"high",3,"12-18",55,9,5,0.0925456008213282
7091554,0,1,2493,"06","05",FALSE,"high",3,"00-06",80,10,12,0.00819654630805407
7176696,2,1,4650,"06","04",FALSE,"low",1,"00-06",0,0,1,0.00873601576120536
7169323,1,1,2391,"06","04",FALSE,"medium",2,"00-06",194,18,8,0.138088951156062
7162994,1,1,3100,"06","03",FALSE,"low",1,"00-06",15,6,6,0.0901731587080053
7092242,1,1,3800,"06","05",FALSE,"low",1,"00-06",76,7,6,0.0720192758320971
7224574,2,1,4195,"06","03",FALSE,"low",1,"00-06",76,3,5,0.0743246373107855
7119655,2,1,2950,"06","04",FALSE,"medium",2,"00-06",66,7,11,0.0125238361287573
7113277,3,1,3600,"06","03",TRUE,"low",1,"00-06",4,5,4,0.118983723556545
7125690,2,1,2785,"06","04",FALSE,"high",3,"00-06",67,6,11,0.00471690485170191
7217362,0,1,2150,"06","20",TRUE,"high",3,"18-23",25,5,4,0.0799200695156064
7126494,3,1.5,4500,"06","05",FALSE,"medium",2,"00-06",74,6,6,0.0602940668008094
7212817,1,1,2675,"06","01",TRUE,"low",1,"00-06",32,0,1,0.0669088114629114
7128864,3,3,11995,"06","02",FALSE,"low",1,"00-06",242,6,6,0.0895684339004575
7176109,3,1,5400,"06","03",FALSE,"medium",2,"00-06",88,8,9,0.0338015826756702
7172125,3,2,4700,"06","07",FALSE,"low",1,"06-12",14,12,6,0.0473722096949259
7163992,4,2,5000,"06","05",FALSE,"low",1,"00-06",33,8,4,0.0487855678595598
7094379,1,1,1800,"06","15",FALSE,"high",3,"12-18",38,5,1,0.0929868317095477
7090835,2,1,3300,"06","04",FALSE,"low",1,"00-06",71,5,0,0.0241095178587256
7125403,3,3,7250,"06","04",FALSE,"low",1,"00-06",114,9,8,0.0807590034075496
7112576,4,2,4900,"06","02",TRUE,"high",3,"00-06",68,5,6,0.0531901961961041
7204470,0,1,2200,"06","03",FALSE,"medium",2,"00-06",27,4,3,0.0509759136394785
7093144,2,1,3100,"06","06",FALSE,"low",1,"00-06",122,7,10,0.0851456147513179
7169531,0,1,2400,"06","04",FALSE,"medium",2,"00-06",14,4,5,0.0400831414859151
7155670,3,1,3900,"06","14",FALSE,"low",1,"12-18",50,7,7,0.00604041483508927
